Geneid,Chr,Start,End,Strand,Length,adult_PAR_01,adult_PAR_02,adult_PAR_03,adult_PAR_04,adult_SL_01,adult_SL_02,adult_SL_03,adult_SM_01,adult_SM_02,adult_SM_03,adult_SM_04,adult_SM_05,adult_SM_06
ACSL6-AS1,NC_000005.10,132003573,132003811,+,956,0,2,0,2,0,2,2,2,0,0,0,0,1
ACSM1,NC_000016.10,20623235,20623572,-,3604,33,63,36,62,52,146,72,32,57,51,65,52,38
ACSM2A,NC_000016.10,20451521,20451681,+,3883,0,0,0,6,3,0,0,2,0,0,2,0,1
ACSM2B,NC_000016.10,20536226,20537362,-,3369,4,0,0,14,0,0,4,0,0,0,0,0,2
ACSM3,NC_000016.10,20674405,20674477,+,7658,150,196,185,164,155,171,89,120,139,125,121,130,139
ACSM4,NC_000012.12,7304072,7304532,+,2349,0,0,0,8,0,0,2,1,2,0,2,2,4
ACSM5,NC_000016.10,20409534,20409665,+,3143,20,43,40,39,17,12,19,21,28,15,16,18,16
ACSM6,NC_000010.11,95194238,95194303,+,2097,18,42,9,43,63,42,19,25,4,12,21,11,12
ACSS1,NC_000020.11,25006237,25007941,-,3970,1982,2061,1922,1626,1288,2051,1461,2297,1894,1821,2515,1343,2189
ACSS2,NC_000020.11,34874989,34875127,+,3142,2598,2045,1976,1914,552,638,473,1129,1047,1070,1494,1035,1135
ACSS3,NC_000012.12,81077871,81077962,+,26503,5592,6377,5368,3288,806,1093,1480,1611,2069,1515,1781,1080,1432
ACTA1,NC_000001.11,229431245,229431642,-,1491,8,12,2,6,2,4,6,8,4,8,6,4,7
ACTA2,NC_000010.11,88935074,88935366,-,2051,2044,1870,1358,1709,1726,1675,1252,1943,1080,1530,2255,1021,1615
ACTA2-AS1,NC_000010.11,88932684,88932959,+,2043,62,114,66,81,100,67,76,75,66,72,127,60,73
ACTB,NC_000007.14,5527148,5527891,-,1812,16805,13472,10555,13750,23634,19676,9106,18197,9105,13996,12424,5196,11066
ACTBL2,NC_000005.10,57480018,57482811,-,2794,16,28,19,53,4,3,1,4,12,0,2,10,10
ACTC1,NC_000015.10,34790230,34790555,-,2099,4,12,6,4,12,3,2,6,2,2,2,8,9
ACTE1P,NC_000011.10,71405746,71407782,-,2162,0,1,0,0,0,0,0,0,0,0,0,0,0
ACTG1,NC_000017.11,81509971,81510833,-,2038,381,381,297,366,414,555,287,293,302,274,316,171,253
ACTG1P17,NC_000015.10,82725880,82727431,-,1670,19,18,16,29,17,16,4,41,10,20,19,13,26
ACTG1P20,NC_000001.11,27323874,27326525,+,2652,96,108,76,71,62,92,47,82,49,103,57,64,59
ACTG1P25,NC_000001.11,202861754,202861809,+,2321,5,7,2,6,2,5,1,4,1,0,2,2,6
ACTG1P4,NC_000001.11,103569404,103571391,+,1988,166,391,157,164,31,28,14,320,224,290,507,456,203
ACTG1_1,NW_025791805.1,166176,167038,-,2038,4,8,1,7,8,8,0,13,0,2,5,4,4
ACTG2,NC_000002.12,73893008,73893051,+,1501,636,607,332,422,319,619,522,616,335,442,604,184,434
ACTL10,NC_000020.11,33666943,33668525,+,1583,42,88,34,73,91,126,102,111,98,78,65,56,74
ACTL6A,NC_000003.12,179562926,179562973,+,1902,215,221,180,187,393,335,351,243,198,318,217,194,185
ACTL6B,NC_000007.14,100643097,100643326,-,1541,0,0,0,0,0,0,0,2,0,0,0,0,3
ACTL7A,NC_000009.12,108862266,108863756,+,1491,6,7,6,2,6,0,5,0,3,2,3,2,10
ACTL7B,NC_000009.12,108854588,108855986,-,1399,0,2,4,6,3,3,0,6,0,0,0,0,0
ACTL8,NC_000001.11,17755333,17755504,+,1999,2,0,0,4,0,0,4,0,0,0,0,0,0
ACTL9,NC_000019.10,8697400,8698795,-,1396,0,0,0,0,0,0,0,0,0,0,0,0,4
ACTMAP,NC_000019.10,40740861,40742770,-,3308,199,146,149,118,81,92,50,129,74,110,102,38,122
ACTN1,NC_000014.9,68874128,68875017,-,5575,5364,4515,3090,3201,4051,3653,2124,4322,2772,3088,3385,1682,3500
ACTN1-DT,NC_000014.9,68979682,68979784,+,599,25,2,7,5,0,5,4,1,4,6,1,0,1
ACTN2,NC_000001.11,236686499,236686799,+,5069,11,18,1,17,5,0,8,6,6,8,4,2,5
ACTN3,NC_000011.10,66546395,66546786,+,3274,3,9,13,8,3,6,0,10,4,7,8,4,15
ACTN4,NC_000019.10,38647649,38647907,+,5142,1,2,2,0,0,3,0,4,6,1,3,0,2
ACTN4_1,NW_014040929.1,57285,57543,+,5142,1547,1129,604,763,549,223,237,233,119,378,482,182,128
ACTR10,NC_000014.9,58200149,58200294,+,2429,494,545,510,487,658,774,661,401,459,571,506,466,624
ACTR1A,NC_000010.11,102479229,102480965,-,2830,821,772,744,784,1253,1179,860,955,741,984,792,550,761
ACTR1B,NC_000002.12,97655939,97656960,-,2542,0,0,0,0,0,1,0,0,0,0,0,0,0
ACTR1B_1,NW_025791765.1,581970,582991,-,2542,45,208,113,46,282,40,182,54,39,95,115,37,28
ACTR2,NC_000002.12,65227831,65227957,+,3798,2192,2609,2056,1806,3381,2649,1671,2441,1954,2145,2385,1977,2933
ACTR3,NC_000002.12,113889934,113890323,+,6925,1861,2062,1422,1204,3288,2571,2373,1644,1364,1857,1603,1592,1844
ACTR3-AS1,NC_000002.12,113831183,113831428,-,590,14,13,13,16,35,26,16,12,10,17,10,2,17
ACTR3B,NC_000007.14,152759752,152759926,+,2376,255,266,150,137,107,139,139,126,104,193,134,88,162
ACTR3BP2,NC_000002.12,91941133,91942470,+,1338,0,0,0,0,2,0,0,0,0,0,0,0,2
ACTR3BP5,NC_000010.11,38696596,38698241,+,1646,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR3BP5_1,NW_021160000.1,369663,371308,+,1646,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR3C,NC_000007.14,149881360,149889005,-,27488,1093,1525,1017,1112,1305,1689,1272,1220,1204,928,1152,996,1017
ACTR5,NC_000020.11,38748460,38748853,+,2547,119,140,115,133,161,158,126,147,104,117,116,85,127
ACTR6,NC_000012.12,100200815,100200919,+,1891,124,166,168,139,219,214,264,194,160,225,243,229,249
ACTR8,NC_000003.12,53858992,53865019,-,9800,353,540,494,460,627,651,545,537,570,573,574,425,623
ACTRT1,NC_000023.11,128050962,128052403,-,1442,0,0,2,9,0,0,2,0,0,0,0,0,0
ACTRT2,NC_000001.11,3021467,3022903,+,1437,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTRT3,NC_000003.12,169766921,169768350,-,1671,14,12,7,11,11,16,12,16,11,7,12,5,17
ACVR1,NC_000002.12,157736446,157737665,-,4265,363,397,320,391,746,859,551,394,302,415,361,234,341
ACVR1B,NC_000012.12,51951699,51951834,+,7898,2102,2574,1968,1585,753,1140,690,1564,1829,1463,1843,1233,1446
ACVR1C,NC_000002.12,157526767,157534043,-,9054,189,218,111,156,169,289,217,44,85,69,66,34,96
ACVR2A,NC_000002.12,147844517,147844706,+,5404,667,809,474,647,1009,1355,1083,589,589,607,745,601,707
ACVR2B,NC_000003.12,38453890,38454374,+,15827,647,765,533,882,761,991,711,780,621,738,1091,669,1099
ACVR2B-AS1,NC_000003.12,38451027,38453225,-,2517,112,99,127,131,38,59,41,84,100,81,121,76,83
ACVRL1,NC_000012.12,51906944,51906993,+,5359,1489,1652,1511,1063,602,255,123,434,671,703,866,582,687
ACY1,NC_000003.12,51983535,51983584,+,1422,11,8,2,7,3,5,0,5,4,4,1,3,6
ACY3,NC_000011.10,67642555,67642939,-,1426,3,8,33,6,39,27,43,21,2,9,24,5,7
ACYP1,NC_000014.9,75053243,75053659,-,940,39,65,27,40,45,64,52,74,58,71,65,55,70
ACYP2,NC_000002.12,53971113,53971321,+,3036,264,337,276,243,312,258,235,274,300,266,305,293,240
ADA,NC_000020.11,44619522,44619847,-,1496,48,53,37,52,93,40,26,99,35,52,54,21,30
ADA2,NC_000022.11,17178790,17181576,-,4624,239,316,201,335,680,522,313,631,672,582,503,586,367
ADAD1,NC_000004.12,122379011,122379115,+,2144,7,0,4,4,0,0,1,0,0,0,0,0,0
ADAD2,NC_000016.10,84191157,84191648,+,2264,2,3,2,0,2,2,1,1,5,27,2,0,7
ADAM10,NC_000015.10,58588809,58597641,-,11158,792,952,773,723,2101,1737,1336,960,806,1141,825,893,895
ADAM11,NC_000017.11,44758988,44759260,+,5113,25,29,9,20,10,15,7,16,25,18,22,15,26
ADAM12,NC_000010.11,126012391,126017339,-,13541,318,480,212,209,2299,261,207,395,361,501,477,250,251
ADAM15,NC_000001.11,155051316,155051465,+,3379,24,19,17,8,17,32,14,37,21,39,18,11,27
ADAM15-EFNA4,NC_000001.11,155051316,155051465,+,4607,0,0,0,3,0,0,2,0,2,6,2,0,0
ADAM17,NC_000002.12,9488486,9490518,-,4830,486,583,318,337,807,582,468,453,421,506,440,348,410
ADAM18,NC_000008.11,39584568,39584677,+,3270,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM18_1,NT_187577.1,335202,335311,+,3271,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM19,NC_000005.10,157477304,157481002,-,8867,130,172,100,228,674,362,144,330,161,312,144,185,130
ADAM2,NC_000008.11,39743735,39744064,-,2610,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM20,NC_000014.9,70522358,70524933,-,26609,608,944,763,537,967,1226,871,738,884,975,900,791,902
ADAM20P1,NC_000014.9,70468876,70471592,-,3039,37,49,71,47,59,59,61,52,47,41,54,41,53
ADAM21,NC_000014.9,70452174,70452263,+,2647,29,43,42,16,18,41,26,28,34,20,33,20,57
ADAM21P1,NC_000014.9,70245753,70247801,-,2049,5,6,6,6,3,4,0,0,7,8,0,0,2
ADAM22,NC_000007.14,87934251,87934550,+,10100,131,119,103,141,160,137,69,180,95,161,113,135,164
ADAM23,NC_000002.12,206443532,206444080,+,6425,25,20,19,41,93,50,18,43,28,65,58,17,22
ADAM28,NC_000008.11,24294069,24294195,+,8141,266,282,202,227,856,1009,603,410,408,409,265,595,220
ADAM29,NC_000004.12,174918358,174918471,+,3804,2,0,3,11,2,0,0,2,0,0,0,0,2
ADAM2_1,NT_187577.1,494374,494703,-,2610,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM30,NC_000001.11,119893533,119896515,-,2983,0,2,0,4,0,0,0,0,0,0,0,0,2
ADAM32,NC_000008.11,39107529,39107833,+,3779,6,9,2,7,21,18,5,9,9,7,3,5,8
ADAM32_1,NT_187577.1,13212,13516,+,3467,2,2,3,12,11,9,2,5,0,0,2,25,0
ADAM33,NC_000020.11,3667975,3669000,-,4094,140,106,150,193,375,497,118,172,165,144,208,125,131
ADAM3A,NC_000008.11,39451045,39451161,-,2768,0,0,0,0,0,0,0,4,0,0,0,0,0
ADAM3B,NC_000016.10,49517646,49518585,-,940,4,0,0,12,10,8,0,0,2,14,0,8,2
ADAM5,NC_000008.11,39314632,39314717,+,1901,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM5_1,NT_187577.1,220343,220428,+,929,0,0,2,0,0,0,0,0,0,0,0,0,0
ADAM6,NC_000014.9,105969729,105970994,-,1843,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM6_1,NT_187600.1,437498,438763,-,1843,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM7,NC_000008.11,24441026,24441160,+,3367,2,0,0,12,0,0,0,2,2,0,0,0,0
ADAM7-AS1,NC_000008.11,24295814,24296057,-,887,4,2,4,2,14,22,10,5,7,5,2,16,12
ADAM7-AS2,NC_000008.11,24490312,24490506,-,942,0,0,0,0,0,0,0,0,0,0,1,0,0
ADAM8,NC_000010.11,133262423,133263233,-,4326,132,126,80,140,229,196,56,211,80,148,96,43,115
ADAM9,NC_000008.11,38996973,38997160,+,4334,908,842,699,572,3519,3909,4122,637,717,794,737,924,1106
ADAM9_1,NT_187577.1,7546,7613,+,1723,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMDEC1,NC_000008.11,24384285,24384592,+,2438,0,4,0,13,52,6,6,27,0,19,1,11,2
ADAMTS1,NC_000021.9,26835755,26838278,-,5183,1853,763,625,1216,1748,984,298,236,388,514,508,210,568
ADAMTS10,NC_000019.10,8580240,8581002,-,5136,90,114,63,95,227,134,46,136,104,113,108,92,74
ADAMTS12,NC_000005.10,33523535,33527366,-,9320,134,169,119,142,790,106,50,152,99,155,130,91,103
ADAMTS12_1,NT_187551.1,82443,82804,-,623,0,0,4,0,2,0,0,0,0,0,0,0,0
ADAMTS13,NC_000009.12,133414337,133414644,+,6852,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS13_1,NW_009646201.1,240431,240738,+,7168,14,24,4,18,9,0,0,4,2,1,11,9,7
ADAMTS14,NC_000010.11,70672506,70672884,+,6256,30,12,9,36,391,15,9,41,13,29,15,16,2
ADAMTS15,NC_000011.10,130448645,130449930,+,6261,108,102,52,123,247,157,24,81,60,60,14,42,86
ADAMTS16,NC_000005.10,5140330,5140539,+,5081,27,14,18,10,33,8,6,18,16,18,22,11,12
ADAMTS16-DT,NC_000005.10,5132085,5133232,-,1584,2,0,0,0,0,0,2,0,0,0,0,0,0
ADAMTS17,NC_000015.10,99971437,99974562,-,38681,1439,1623,1166,1291,1067,1861,2114,1812,1639,1890,1752,1159,1159
ADAMTS18,NC_000016.10,77282128,77284071,-,5837,859,947,437,311,102,12,8,290,535,298,476,463,199
ADAMTS19,NC_000005.10,129460298,129460482,+,15151,63,62,52,106,168,258,166,110,12,106,127,45,77
ADAMTS19-AS1,NC_000005.10,129459559,129460079,-,786,6,3,0,8,0,5,7,7,1,2,2,0,0
ADAMTS2,NC_000005.10,179110853,179114324,-,17648,48,82,76,61,1269,264,45,131,25,102,66,33,75
ADAMTS20,NC_000012.12,43352763,43354298,-,10525,4,4,4,9,5,4,3,0,2,0,11,6,2
ADAMTS2_1,NW_016107298.1,20229,20263,-,942,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS3,NC_000004.12,72280969,72283704,-,7016,77,80,120,138,132,69,55,64,22,56,37,14,202
ADAMTS4,NC_000001.11,161184302,161191564,-,9777,491,202,79,171,513,101,20,24,66,98,38,30,735
ADAMTS5,NC_000021.9,26917922,26924620,-,9621,203,265,290,214,229,123,73,138,67,145,171,116,66
ADAMTS6,NC_000005.10,65148738,65151945,-,9449,19,14,10,14,451,48,14,32,17,33,6,29,36
ADAMTS7,NC_000015.10,78759206,78759578,-,6121,48,35,43,50,93,32,32,50,21,63,39,23,25
ADAMTS7P1,NC_000015.10,82293283,82293334,+,4983,0,0,0,3,8,0,0,4,0,0,0,0,0
ADAMTS7P1_1,NT_187606.1,3301,3352,+,4983,0,0,0,0,4,0,0,0,2,0,2,0,0
ADAMTS8,NC_000011.10,130404923,130406128,-,3628,23,20,26,24,15,40,17,31,16,23,13,8,32
ADAMTS9,NC_000003.12,64515654,64517121,-,10026,1429,1202,740,776,1524,417,289,518,189,517,404,317,1208
ADAMTS9-AS1,NC_000003.12,64561346,64561768,+,3930,120,129,75,71,113,25,34,68,28,63,49,18,105
ADAMTS9-AS2,NC_000003.12,64684870,64685338,+,2228,177,171,140,89,143,120,81,97,116,109,99,136,80
ADAMTSL1,NC_000009.12,17906633,17906922,+,20208,247,280,177,491,790,279,134,157,105,202,218,146,128
ADAMTSL2,NC_000009.12,133532164,133532570,+,4313,135,42,29,59,80,67,45,145,120,100,111,91,115
ADAMTSL3,NC_000015.10,83654123,83654276,+,7841,13,11,9,24,26,39,15,32,35,61,27,24,12
ADAMTSL3_1,NW_025791797.1,259917,260070,+,7841,0,0,0,2,0,0,1,0,0,0,0,0,0
ADAMTSL4,NC_000001.11,150549408,150549499,+,6827,1377,1392,727,1202,797,1148,253,1062,823,842,1100,617,705
ADAMTSL4-AS1,NC_000001.11,150560895,150561222,-,1036,347,299,151,233,640,480,483,303,238,221,248,121,197
ADAMTSL4-AS2,NC_000001.11,150548564,150548750,-,869,148,197,90,135,87,111,28,126,117,70,98,74,99
ADAMTSL5,NC_000019.10,1505022,1506316,-,3011,17,15,9,25,40,37,33,19,12,17,19,11,21
ADAP1,NC_000007.14,897900,898949,-,3054,106,67,68,77,88,103,80,156,105,115,127,93,113
ADAP2,NC_000017.11,30921945,30922108,+,2687,2,15,0,2,2,10,2,2,5,2,11,6,4
ADAP2_1,NW_025791803.1,1119,1282,+,2687,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAR,NC_000001.11,154582057,154585043,-,7135,3251,3588,2936,2977,3793,3898,2612,4370,3023,3523,3167,2300,3107
ADARB1,NC_000021.9,45074578,45074793,+,20257,430,432,330,532,797,729,342,554,292,406,301,274,377
ADARB2,NC_000010.11,1177313,1183369,-,8475,258,368,212,152,311,566,288,303,353,341,325,201,171
ADARB2-AS1,NC_000010.11,1526630,1526899,+,868,0,4,6,6,39,44,62,7,4,15,10,7,4
ADAT1,NC_000016.10,75596868,75600348,-,5927,254,326,335,256,485,419,303,496,273,420,424,258,298
ADAT2,NC_000006.12,143422832,143428506,-,9977,256,247,258,203,311,328,245,291,232,285,256,249,171
ADAT3,NC_000019.10,1905399,1905439,+,1599,115,97,76,97,105,134,66,129,142,147,181,57,122
ADCK1,NC_000014.9,77800109,77800170,+,4214,100,107,112,117,138,167,122,158,70,160,98,83,125
ADCK2,NC_000007.14,140672945,140674263,+,2574,364,438,426,423,409,622,372,394,500,337,415,297,384
ADCK5,NC_000008.11,144373088,144373892,+,3745,0,0,0,0,0,0,0,2,0,0,0,0,0
ADCK5_1,NW_018654716.1,104365,104495,+,3071,4,9,25,14,2,6,30,3,3,14,5,17,10
ADCY1,NC_000007.14,45574140,45574188,+,13098,121,68,66,85,132,50,24,131,47,133,118,96,66
ADCY10,NC_000001.11,167809386,167809839,-,6185,11,35,21,31,27,24,9,20,16,12,14,15,17
ADCY10P1,NC_000006.12,41101034,41101178,+,4569,94,148,87,149,213,149,143,257,118,109,157,96,168
ADCY2,NC_000005.10,7396138,7396506,+,7340,89,77,85,51,118,193,202,82,60,81,74,102,84
ADCY3,NC_000002.12,24819169,24820114,-,6128,250,244,180,305,539,286,75,330,173,296,227,154,276
ADCY4,NC_000014.9,24318359,24318568,-,3710,15,6,4,20,24,14,0,0,4,7,8,9,18
ADCY4_1,NW_018654722.1,619337,619546,-,3710,0,2,0,0,4,0,0,0,0,0,2,0,0
ADCY5,NC_000003.12,123282296,123284736,-,8905,403,414,254,385,260,358,172,321,259,242,290,194,363
ADCY6,NC_000012.12,48766194,48768716,-,11450,3305,3395,2779,2919,2362,2881,1398,3190,4284,2755,4325,3323,3055
ADCY6-DT,NC_000012.12,48789147,48789227,+,554,0,2,0,6,0,0,0,0,0,2,0,2,0
ADCY7,NC_000016.10,50244699,50244939,+,6971,192,209,121,279,683,511,170,409,155,410,252,200,223
ADCY8,NC_000008.11,130780301,130780877,-,4568,3,0,2,0,37,20,8,128,712,202,234,244,218
ADCY9,NC_000016.10,3953387,3953516,-,8167,2456,2632,1935,1724,681,904,358,1538,2002,1552,1761,1255,1293
ADCYAP1,NC_000018.10,904411,904558,+,4425,22,16,4,0,43,44,1,2,0,3,4,2,8
ADCYAP1R1,NC_000007.14,31052308,31052678,+,6807,252,189,186,347,283,298,172,247,171,347,229,176,252
ADD1,NC_000004.12,2843844,2844024,+,5153,2708,2848,2322,2705,2731,3068,1669,2320,2178,2312,2306,1709,2023
ADD2,NC_000002.12,70656784,70663735,-,11260,37,14,10,35,121,39,16,14,13,20,30,21,52
ADD3,NC_000010.11,109996373,109996446,+,6394,1966,1965,1918,2129,2030,2143,1329,2271,2382,2699,2355,2316,2049
ADD3-AS1,NC_000010.11,109945559,109946295,-,1280,2,2,0,8,2,11,0,9,3,5,2,2,6
ADGB,NC_000006.12,146598972,146599114,+,5318,6,0,0,9,0,0,0,0,2,0,0,9,4
ADGB-DT,NC_000006.12,146594516,146596504,-,2190,0,2,6,4,0,0,0,0,0,0,0,0,0
ADGRA1,NC_000010.11,133087924,133088138,+,7285,41,33,26,45,10,20,4,109,56,66,102,43,63
ADGRA1-AS1,NC_000010.11,133085244,133085393,-,475,0,0,0,0,0,0,0,0,0,0,2,0,0
ADGRA2,NC_000008.11,37796883,37797534,+,7013,389,300,298,619,915,777,162,346,174,428,398,191,239
ADGRA3,NC_000004.12,22387376,22388947,-,30199,1663,2420,1802,1027,1379,1607,816,1329,1325,1531,1573,1764,1470
ADGRB1,NC_000008.11,142449649,142450104,+,6573,133,115,88,157,39,58,28,95,62,69,57,81,87
ADGRB2,NC_000001.11,31727117,31727605,-,9565,22,20,8,38,50,40,6,52,15,10,27,14,34
ADGRB3,NC_000006.12,68635282,68636000,+,6090,297,356,185,161,349,577,502,250,550,298,334,362,331
ADGRB3-DT,NC_000006.12,68632663,68633056,-,534,16,30,29,17,3,12,14,9,12,20,7,9,5
ADGRD1,NC_000012.12,130953907,130954531,+,11640,24,37,30,63,146,103,28,27,16,25,30,38,45
ADGRD1-AS1,NC_000012.12,130990626,130991137,-,789,0,0,0,3,3,0,0,0,0,0,0,0,4
ADGRD2,NC_000009.12,124450451,124450510,+,4779,9,2,41,47,0,0,2,2,0,2,0,2,0
ADGRE1,NC_000019.10,6887579,6887639,+,3487,5,3,1,6,20,11,8,10,2,4,8,6,22
ADGRE2,NC_000019.10,14724171,14724194,-,9120,33,77,45,78,274,96,50,104,48,59,67,105,159
ADGRE3,NC_000019.10,14600117,14600262,-,2495,2,2,0,12,182,57,15,2,4,5,7,2,25
ADGRE4P,NC_000019.10,6950758,6953318,-,5042,25,6,8,21,70,17,2,63,8,43,27,22,12
ADGRE5,NC_000019.10,14381444,14381545,+,3190,732,1022,756,914,816,800,350,796,602,656,729,404,565
ADGRF1,NC_000006.12,46997708,47000295,-,6044,11,15,6,11,52,102,50,6,24,18,31,21,41
ADGRF2P,NC_000006.12,47656472,47656659,+,5241,0,2,0,13,4,0,2,2,0,0,2,0,1
ADGRF3,NC_000002.12,26308173,26309581,-,6350,95,98,54,81,77,154,79,109,70,116,144,68,87
ADGRF4,NC_000006.12,47698580,47698706,+,3128,0,2,0,2,0,0,0,0,4,0,2,0,0
ADGRF5,NC_000006.12,46852522,46854071,-,6214,386,399,397,265,825,334,166,242,243,332,240,200,322
ADGRF5-AS1,NC_000006.12,46903471,46903578,+,1732,2,8,4,8,14,2,0,9,2,5,9,0,6
ADGRG1,NC_000016.10,57619738,57619861,+,5246,2646,2176,1819,2171,1499,2509,1353,3061,2140,2220,2868,1279,2033
ADGRG2,NC_000023.11,18989307,18991048,-,5221,1784,1869,1325,1364,382,607,467,256,142,280,217,308,334
ADGRG3,NC_000016.10,57665629,57665700,+,2822,29,14,11,10,24,2,1,21,14,6,11,2,14
ADGRG4,NC_000023.11,136300963,136301000,+,10177,4,0,3,18,6,0,1,0,0,0,0,0,2
ADGRG5,NC_000016.10,57529073,57529419,+,4154,21,16,18,51,79,61,34,82,51,41,18,45,36
ADGRG6,NC_000006.12,142302007,142302331,+,8114,968,1313,844,861,1813,2297,1928,872,926,693,1388,1078,1124
ADGRG7,NC_000003.12,100609601,100609971,+,3267,0,2,0,1,0,0,1108,0,1,0,0,1,0
ADGRL1,NC_000019.10,14147743,14151615,-,9347,113,68,35,147,38,54,18,96,68,49,68,50,41
ADGRL1-AS1,NC_000019.10,14137152,14137223,+,2888,0,6,0,2,6,1,0,0,0,2,2,0,3
ADGRL1-AS1_1,NW_021160022.1,349311,349382,+,2888,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRL1_1,NW_021160022.1,359902,363774,-,9347,0,0,0,2,0,2,0,2,2,0,0,2,0
ADGRL2,NC_000001.11,81306132,81306509,+,10308,4927,5078,3607,3840,3316,4657,3686,2626,2972,3237,4066,2762,2472
ADGRL3,NC_000004.12,61200326,61201765,+,19765,93,71,37,105,49,118,131,42,54,47,55,41,47
ADGRL3-AS1,NC_000004.12,62071755,62071779,-,467,0,0,0,0,0,0,0,0,0,2,0,0,0
ADGRL4,NC_000001.11,78889764,78891216,-,3539,112,112,79,110,550,158,63,64,70,85,124,113,125
ADGRV1,NC_000005.10,90558797,90558917,+,19716,95,55,65,59,1402,1216,1121,389,189,243,193,376,416
ADH1A,NC_000004.12,99276369,99276648,-,1454,15,4,11,25,20,26,15,10,5,11,4,6,0
ADH1B,NC_000004.12,99304971,99307864,-,4189,2812,3519,3486,3056,1216,489,458,380,826,572,640,1156,935
ADH1C,NC_000004.12,99336497,99336776,-,1454,101,137,62,112,88,159,68,68,145,73,83,98,56
ADH4,NC_000004.12,99123658,99124466,-,2150,11,6,8,9,23,54,14,16,27,14,19,23,17
ADH5,NC_000004.12,99070978,99072441,-,2652,744,868,717,693,890,1114,959,692,713,603,788,692,675
ADH6,NC_000004.12,99202639,99205063,-,3483,14,14,14,18,32,27,10,7,9,16,9,22,12
ADH7,NC_000004.12,99412263,99413172,-,2227,4,4,0,5,0,5,6,0,0,0,0,0,0
ADHFE1,NC_000008.11,66432504,66432575,+,1972,497,567,597,474,285,525,360,449,418,367,432,365,340
ADI1,NC_000002.12,3497366,3499082,-,5121,598,454,490,405,459,535,551,340,415,374,369,352,322
ADI1_1,NT_187522.1,106836,108552,-,2503,17,19,29,21,26,51,22,36,38,23,35,24,25
ADIG,NC_000020.11,38581197,38581374,+,770,2,3,0,0,4,0,2,2,0,0,6,0,0
ADIPINT,NC_000009.12,98911204,98911470,+,2817,2,4,0,7,4,2,0,0,0,0,2,0,2
ADIPOQ,NC_000003.12,186842710,186842749,+,4593,683,1232,1031,1200,2,95,70,125,179,216,122,186,379
ADIPOQ-AS1,NC_000003.12,186851886,186853242,-,3572,15,23,22,24,0,2,2,1,10,4,4,5,12
ADIPOR1,NC_000001.11,202940825,202941701,-,4099,2282,2437,2128,2158,3280,3913,3864,1905,2179,1997,2051,1280,1522
ADIPOR2,NC_000012.12,1691070,1691213,+,4498,31,25,26,59,26,54,35,44,19,33,40,45,27
ADIPOR2_1,NW_018654718.1,33214,33335,+,4498,0,2,0,0,0,2,4,1,0,0,0,0,0
ADIRF,NC_000010.11,86968482,86968605,+,627,338,225,284,237,27,38,16,196,102,119,294,88,185
ADIRF-AS1,NC_000010.11,86965287,86966237,-,3241,2230,1274,1630,1532,163,225,90,1359,614,815,2098,699,923
ADISSP,NC_000020.11,3753508,3754158,-,2068,126,80,58,118,142,94,48,133,74,115,86,54,82
ADK,NC_000010.11,74151221,74151343,+,14039,476,448,319,363,805,659,628,601,465,558,447,525,490
ADM,NC_000011.10,10305073,10305229,+,1492,220,178,187,79,85,68,91,100,136,127,105,88,139
ADM2,NC_000022.11,50481543,50481763,+,4286,346,165,84,401,158,273,221,369,103,85,54,55,162
ADM5,NC_000019.10,49689594,49689911,+,788,24,6,3,12,16,16,4,8,4,9,6,0,13
ADNP,NC_000020.11,50888918,50894512,-,9072,1932,2330,1750,1834,2504,2626,1458,2321,1760,2343,2180,1725,1953
ADNP-AS1,NC_000020.11,50930984,50931054,+,1031,59,60,65,50,52,61,36,32,17,68,45,45,42
ADNP2,NC_000018.10,80109262,80109472,+,5495,710,813,577,608,665,908,552,604,631,748,644,544,580
ADO,NC_000010.11,62804720,62808479,+,3760,269,316,196,257,418,456,388,297,264,314,283,195,290
ADORA1,NC_000001.11,203127726,203127928,+,3181,50,65,36,54,38,68,45,94,76,70,51,29,87
ADORA2A,NC_000022.11,24423597,24423628,+,2788,6,6,10,10,3,6,5,5,9,4,10,7,8
ADORA2A-AS1,NC_000022.11,24429206,24430364,-,4024,45,60,32,55,14,42,16,37,45,25,50,25,42
ADORA2B,NC_000017.11,15850362,15850497,+,4136,23,10,24,41,53,12,9,12,20,36,7,24,6
ADORA3,NC_000001.11,111499429,111500620,-,1821,4,9,10,8,47,20,8,18,10,23,7,16,8
