"human_gene","human_id","mouse_gene","mouse_id","phenotype","extra","n_mouse","n_human","ortholog_type"
"ACR",49,"Acr","MGI:87884","MP:0005389",NA,1,1,"one-to-one"
"ACRBP",84519,"Acrbp","MGI:1859515","MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"ACRV1",56,"Acrv1","MGI:104590","",NA,1,1,"one-to-one"
"ACSBG1",23205,"Acsbg1","MGI:2385656","MP:0005376, MP:0005379, MP:0005389",NA,1,1,"one-to-one"
"ACSBG2",81616,"Acsbg2","MGI:3587728","MP:0005386, MP:0005390",NA,1,1,"one-to-one"
"ACSF2",80221,"Acsf2","MGI:2388287","MP:0005386, MP:0005397",NA,1,1,"one-to-one"
"ACSF3",197322,"Acsf3","MGI:2182591","MP:0005376",NA,1,1,"one-to-one"
"ACSL1",2180,"Acsl1","MGI:102797","MP:0005369, MP:0005375, MP:0005376, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005388, MP:0010768",NA,1,1,"one-to-one"
"ACSL3",2181,"Acsl3","MGI:1921455","MP:0005378, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"ACSL4",2182,"Acsl4","MGI:1354713","MP:0005371, MP:0005376, MP:0005378, MP:0005379, MP:0005385, MP:0005389, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"ACSL5",51703,"Acsl5","MGI:1919129","MP:0005370, MP:0005376, MP:0005378, MP:0005385, MP:0005387, MP:0005390, MP:0005391, MP:0005397",NA,1,1,"one-to-one"
"ACSL6",23305,"Acsl6","MGI:894291","MP:0003631, MP:0005376, MP:0005386, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"ACSM1",116285,"Acsm1","MGI:2152200","MP:0005385, MP:0005386, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"ACSM2A",123876,"Acsm2","MGI:2385289","MP:0005376, MP:0010771",NA,1,2,"one-to-many (mouse-to-human)"
"ACSM2B",348158,"Acsm2","MGI:2385289","MP:0005376, MP:0010771",NA,1,2,"one-to-many (mouse-to-human)"
"ACSM3",6296,"Acsm3","MGI:99538","",NA,1,1,"one-to-one"
"ACSM4",341392,"Acsm4","MGI:2681844","",NA,1,1,"one-to-one"
"ACSM5",54988,"Acsm5","MGI:2444086","MP:0005385",NA,1,1,"one-to-one"
"ACSS1",84532,"Acss1","MGI:1915988","MP:0005376, MP:0005378, MP:0005384, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"ACSS2",55902,"Acss2","MGI:1890410","MP:0005367, MP:0005376, MP:0005384, MP:0005387",NA,1,1,"one-to-one"
"ACSS3",79611,"Acss3","MGI:2685720","",NA,1,1,"one-to-one"
"ACTA1",58,"Acta1","MGI:87902","MP:0005369, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005382, MP:0005386, MP:0005390, MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"ACTA2",59,"Acta2","MGI:87909","MP:0005369, MP:0005385, MP:0005387, MP:0005391, MP:0005397",NA,1,1,"one-to-one"
"ACTB",60,"Actb","MGI:87904","MP:0003631, MP:0005377, MP:0005378, MP:0005380, MP:0010768",NA,1,1,"one-to-one"
"ACTBL2",345651,"Actbl2","MGI:2444552","MP:0005390",NA,1,1,"one-to-one"
"ACTC1",70,"Actc1","MGI:87905","MP:0005369, MP:0005378, MP:0005384, MP:0005385, MP:0010768",NA,1,1,"one-to-one"
"ACTE1P",399923,"Acte1","MGI:2685344","",NA,1,1,"one-to-one"
"ACTG1",71,"Actg1","MGI:87906","MP:0003631, MP:0005369, MP:0005376, MP:0005377, MP:0005378, MP:0005380, MP:0005382, MP:0005385, MP:0005386, MP:0005391, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"ACTG2",72,"Actg2","MGI:104589","MP:0005367, MP:0005376, MP:0005381, MP:0005391, MP:0010771",NA,1,1,"one-to-one"
"ACTL10",170487,"Actl10","MGI:1917612","MP:0005376",NA,1,1,"one-to-one"
"ACTL11P",389120,"Actl11","MGI:1914972","",NA,1,1,"one-to-one"
"ACTL6A",86,"Actl6a","MGI:1861453","MP:0005376, MP:0005384, MP:0005386, MP:0005387, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"ACTL6B",51412,"Actl6b","MGI:1933548","MP:0003631, MP:0005377, MP:0005386, MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"ACTL7A",10881,"Actl7a","MGI:1343051","MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"ACTL7B",10880,"Actl7b","MGI:1343053","MP:0005367, MP:0005379, MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"ACTL9",284382,"Actl9","MGI:1916731","MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"ACTMAP",284325,"Actmap","MGI:3041247","MP:0005369, MP:0005384, MP:0005386",NA,1,1,"one-to-one"
"ACTN1",87,"Actn1","MGI:2137706","",NA,1,1,"one-to-one"
"ACTN2",88,"Actn2","MGI:109192","MP:0005369, MP:0005384, MP:0005385, MP:0010768",NA,1,1,"one-to-one"
"ACTN3",89,"Actn3","MGI:99678","MP:0005369, MP:0005376",NA,1,1,"one-to-one"
"ACTN4",81,"Actn4","MGI:1890773","MP:0002006, MP:0003631, MP:0005367, MP:0005369, MP:0005370, MP:0005376, MP:0005377, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005384, MP:0005385, MP:0005387, MP:0005388, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"ACTR10",55860,"Actr10","MGI:1891654","",NA,1,1,"one-to-one"
"ACTR1A",10121,"Actr1a","MGI:1858964","",NA,1,1,"one-to-one"
"ACTR1B",10120,"Actr1b","MGI:1917446","",NA,1,1,"one-to-one"
"ACTR2",10097,"Actr2","MGI:1913963","",NA,1,1,"one-to-one"
"ACTR3",10096,"Actr3","MGI:1921367","MP:0005380, MP:0010768",NA,1,1,"one-to-one"
"ACTR3B",57180,"Actr3b","MGI:2661120","MP:0005386",NA,1,1,"one-to-one"
"ACTR5",79913,"Actr5","MGI:1924748","MP:0003631, MP:0005378, MP:0005380, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"ACTR6",64431,"Actr6","MGI:1914269","MP:0005376, MP:0010768",NA,1,1,"one-to-one"
"ACTR8",93973,"Actr8","MGI:1860775","MP:0005376, MP:0005378, MP:0005380, MP:0005386, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"ACTRT1",139741,"Actrt1","MGI:1920610","MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"ACTRT2",140625,"Actrt2","MGI:1920603","",NA,1,1,"one-to-one"
"ACTRT3",84517,"Actrt3","MGI:1923902","MP:0005385, MP:0005386, MP:0005391, MP:0010771",NA,1,1,"one-to-one"
"ACVR1",90,"Acvr1","MGI:87911","MP:0002006, MP:0003631, MP:0005369, MP:0005371, MP:0005376, MP:0005377, MP:0005378, MP:0005380, MP:0005381, MP:0005382, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"ACVR1B",91,"Acvr1b","MGI:1338944","MP:0005378, MP:0005379, MP:0005380, MP:0005382, MP:0005384, MP:0005387, MP:0005389, MP:0005390, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"ACVR1C",130399,"Acvr1c","MGI:2661081","MP:0005375, MP:0005378, MP:0005385, MP:0005386",NA,1,1,"one-to-one"
"ACVR2A",92,"Acvr2a","MGI:102806","MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005384, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"ACVR2B",93,"Acvr2b","MGI:87912","MP:0005367, MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005380, MP:0005385, MP:0005387, MP:0005388, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"ACVRL1",94,"Acvrl1","MGI:1338946","MP:0003631, MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005380, MP:0005381, MP:0005382, MP:0005385, MP:0005388, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"ACY1",95,"Acy1","MGI:87913","MP:0001186, MP:0005376, MP:0005385, MP:0005386, MP:0010771",NA,1,1,"one-to-one"
"ACY3",91703,"Acy3","MGI:1918920","MP:0005376, MP:0005397",NA,1,1,"one-to-one"
"ACYP1",97,"Acyp1","MGI:1913454","MP:0005376, MP:0005378",NA,1,1,"one-to-one"
"ACYP2",98,"Acyp2","MGI:1922822","",NA,1,1,"one-to-one"
"ADA",100,"Ada","MGI:87916","MP:0005367, MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005384, MP:0005385, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"ADAD1",132612,"Adad1","MGI:103258","MP:0005376, MP:0005384, MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"ADAD2",161931,"Adad2","MGI:1923023","MP:0005376, MP:0005379, MP:0005384, MP:0005386, MP:0005389",NA,1,1,"one-to-one"
"ADAM10",102,"Adam10","MGI:109548","MP:0003631, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005384, MP:0005385, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"ADAM11",4185,"Adam11","MGI:1098667","MP:0005386",NA,1,1,"one-to-one"
"ADAM12",8038,"Adam12","MGI:105378","MP:0005369, MP:0005375, MP:0010768",NA,1,1,"one-to-one"
"ADAM15",8751,"Adam15","MGI:1333882","MP:0002006, MP:0005385, MP:0005391",NA,1,1,"one-to-one"
"ADAM17",6868,"Adam17","MGI:1096335","MP:0001186, MP:0003631, MP:0005369, MP:0005371, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005384, MP:0005385, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"ADAM18",8749,"Adam18","MGI:105986","MP:0005386",NA,1,1,"one-to-one"
"ADAM19",8728,"Adam19","MGI:105377","MP:0005369, MP:0005376, MP:0005378, MP:0005379, MP:0005385, MP:0010768",NA,1,1,"one-to-one"
"ADAM1A",8759,"Adam1a","MGI:2429504","MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"ADAM1B",100420505,"Adam1b","MGI:2429506","",NA,1,1,"one-to-one"
"ADAM2",2515,"Adam2","MGI:1340894","MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"ADAM20",8748,"Adam20","MGI:2152342","MP:0005386",NA,3,1,"one-to-many (human-to-mouse)"
"ADAM20",8748,"Adam25","MGI:1345157","",NA,3,1,"one-to-many (human-to-mouse)"
"ADAM20",8748,"Adam39","MGI:3045694","",NA,3,1,"one-to-many (human-to-mouse)"
"ADAM21",8747,"Adam21","MGI:1861229","",NA,1,1,"one-to-one"
"ADAM22",53616,"Adam22","MGI:1340046","MP:0003631, MP:0005378, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"ADAM23",8745,"Adam23","MGI:1345162","MP:0003631, MP:0005378, MP:0005382, MP:0005386, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"ADAM24P",646479,"Adam24","MGI:105984","MP:0005389",NA,1,1,"one-to-one"
"ADAM28",10863,"Adam28","MGI:105988","MP:0002006, MP:0005387, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"ADAM29",11086,"Adam29","MGI:2676326","MP:0005370, MP:0005376, MP:0005378, MP:0005387",NA,1,1,"one-to-one"
"ADAM30",11085,"Adam30","MGI:1918328","",NA,1,1,"one-to-one"
"ADAM32",203102,"Adam32","MGI:2653822","MP:0005375, MP:0005378, MP:0005386, MP:0005390, MP:0005391",NA,1,1,"one-to-one"
"ADAM33",80332,"Adam33","MGI:1341813","MP:0005376",NA,1,1,"one-to-one"
"ADAM3A",1587,"Adam3","MGI:102518","MP:0005389",NA,1,1,"one-to-one"
"ADAM5",255926,"Adam5","MGI:104730","MP:0005389, MP:0005397",NA,1,1,"one-to-one"
"ADAM6",8755,"Adam6a","MGI:2676316","",NA,1,1,"one-to-one"
"ADAM7",8756,"Adam7","MGI:107247","MP:0005369, MP:0005384, MP:0005385, MP:0005387, MP:0005389, MP:0005391",NA,1,1,"one-to-one"
"ADAM8",101,"Adam8","MGI:107825","MP:0005376, MP:0005384, MP:0005387, MP:0005390, MP:0005397",NA,1,1,"one-to-one"
"ADAM9",8754,"Adam9","MGI:105376","MP:0001186, MP:0002006, MP:0005376, MP:0005384, MP:0005385, MP:0005391, MP:0010771",NA,1,1,"one-to-one"
"ADAMDEC1",27299,"Adamdec1","MGI:1917650","MP:0005376, MP:0005378, MP:0005381, MP:0005387, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"ADAMTS1",9510,"Adamts1","MGI:109249","MP:0005367, MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005391, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"ADAMTS10",81794,"Adamts10","MGI:2449112","MP:0005369, MP:0005378, MP:0005390, MP:0005391, MP:0010771",NA,1,1,"one-to-one"
"ADAMTS12",81792,"Adamts12","MGI:2146046","MP:0002006, MP:0005379, MP:0005385, MP:0005389, MP:0005391",NA,1,1,"one-to-one"
"ADAMTS13",11093,"Adamts13","MGI:2685556","MP:0005376, MP:0005387, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"ADAMTS14",140766,"Adamts14","MGI:2179942","MP:0005387, MP:0005391",NA,1,1,"one-to-one"
"ADAMTS15",170689,"Adamts15","MGI:2449569","MP:0005376, MP:0005377, MP:0005389",NA,1,1,"one-to-one"
"ADAMTS16",170690,"Adamts16","MGI:2429637","MP:0005375, MP:0005376, MP:0005379, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005397",NA,1,1,"one-to-one"
"ADAMTS17",170691,"Adamts17","MGI:3588195","MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005382, MP:0005390, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"ADAMTS18",170692,"Adamts18","MGI:2442600","MP:0002006, MP:0005367, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005387, MP:0005388, MP:0005389, MP:0005391, MP:0005397",NA,1,1,"one-to-one"
"ADAMTS19",171019,"Adamts19","MGI:2442875","MP:0005385",NA,1,1,"one-to-one"
"ADAMTS2",9509,"Adamts2","MGI:1347356","MP:0005369, MP:0005376, MP:0005378, MP:0005382, MP:0005384, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0010771",NA,1,1,"one-to-one"
"ADAMTS20",80070,"Adamts20","MGI:2660628","MP:0001186, MP:0003631, MP:0005371, MP:0005380, MP:0005384, MP:0010771",NA,1,1,"one-to-one"
"ADAMTS3",9508,"Adamts3","MGI:3045353","MP:0002006, MP:0003631, MP:0005367, MP:0005370, MP:0005376, MP:0005377, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005384, MP:0005385, MP:0005387, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"ADAMTS4",9507,"Adamts4","MGI:1339949","MP:0003631, MP:0005386, MP:0005390",NA,1,1,"one-to-one"
"ADAMTS5",11096,"Adamts5","MGI:1346321","MP:0005371, MP:0005386, MP:0005387, MP:0005390",NA,1,1,"one-to-one"
"ADAMTS6",11174,"Adamts6","MGI:1347348","MP:0005367, MP:0005369, MP:0005371, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005382, MP:0005385, MP:0005387, MP:0005390, MP:0005391, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"ADAMTS7",11173,"Adamts7","MGI:1347346","MP:0005370, MP:0005376, MP:0005384, MP:0005385, MP:0005386, MP:0005388, MP:0005397",NA,1,1,"one-to-one"
"ADAMTS8",11095,"Adamts8","MGI:1353468","",NA,1,1,"one-to-one"
"ADAMTS9",56999,"Adamts9","MGI:1916320","MP:0001186, MP:0003631, MP:0005371, MP:0005378, MP:0005380, MP:0005385, MP:0005387, MP:0005391, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"ADAMTSL1",92949,"Adamtsl1","MGI:1924989","",NA,1,1,"one-to-one"
"ADAMTSL2",9719,"Adamtsl2","MGI:1925044","MP:0005369, MP:0005371, MP:0005376, MP:0005378, MP:0005379, MP:0005382, MP:0005386, MP:0005388, MP:0005389, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"ADAMTSL3",57188,"Adamtsl3","MGI:3028499","MP:0005367, MP:0005371, MP:0005376, MP:0005378, MP:0005379, MP:0005385, MP:0005387, MP:0005389, MP:0005390, MP:0005397",NA,1,1,"one-to-one"
"ADAMTSL4",54507,"Adamtsl4","MGI:2389008","MP:0001186, MP:0005386, MP:0005391, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"ADAMTSL5",339366,"Adamtsl5","MGI:1913798","MP:0005386",NA,1,1,"one-to-one"
"ADAP1",11033,"Adap1","MGI:2442201","MP:0003631, MP:0005376, MP:0005386, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"ADAP2",55803,"Adap2","MGI:2663075","",NA,1,1,"one-to-one"
"ADAR",103,"Adar","MGI:1889575","MP:0003631, MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005380, MP:0005384, MP:0005385, MP:0005387, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"ADARB1",104,"Adarb1","MGI:891999","MP:0003631, MP:0005369, MP:0005378, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"ADARB2",105,"Adarb2","MGI:2151118","MP:0005367, MP:0005379, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"ADAT1",23536,"Adat1","MGI:1353631","",NA,1,1,"one-to-one"
"ADAT2",134637,"Adat2","MGI:1914007","MP:0001186, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
"ADAT3",113179,"Adat3","MGI:1924344","",NA,1,1,"one-to-one"
"ADCK1",57143,"Adck1","MGI:1919363","MP:0005387",NA,1,1,"one-to-one"
"ADCK2",90956,"Adck2","MGI:1889336","MP:0005367, MP:0005369, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005384, MP:0005386",NA,1,1,"one-to-one"
"ADCK5",203054,"Adck5","MGI:2679274","MP:0005367, MP:0005376, MP:0005386",NA,1,1,"one-to-one"
"ADCY1",107,"Adcy1","MGI:99677","MP:0001186, MP:0003631, MP:0005376, MP:0005386, MP:0005387, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"ADCY10",55811,"Adcy10","MGI:2660854","MP:0005376, MP:0005384, MP:0005385, MP:0005389",NA,1,1,"one-to-one"
"ADCY2",108,"Adcy2","MGI:99676","MP:0005376",NA,1,1,"one-to-one"
"ADCY3",109,"Adcy3","MGI:99675","MP:0003631, MP:0005367, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005384, MP:0005386, MP:0005389, MP:0005394, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"ADCY4",196883,"Adcy4","MGI:99674","",NA,1,1,"one-to-one"
"ADCY5",111,"Adcy5","MGI:99673","MP:0005376, MP:0005386",NA,1,1,"one-to-one"
"ADCY6",112,"Adcy6","MGI:87917","MP:0005367, MP:0005369, MP:0005376, MP:0005385, MP:0005386",NA,1,1,"one-to-one"
"ADCY7",113,"Adcy7","MGI:102891","MP:0005381, MP:0005386, MP:0005387, MP:0010768",NA,1,1,"one-to-one"
"ADCY8",114,"Adcy8","MGI:1341110","MP:0003631, MP:0005376, MP:0005378, MP:0005386",NA,1,1,"one-to-one"
"ADCY9",115,"Adcy9","MGI:108450","MP:0003631, MP:0005370, MP:0005376, MP:0005377, MP:0005380, MP:0005381, MP:0005382, MP:0005385, MP:0005387, MP:0005388, MP:0005390, MP:0005391, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"ADCYAP1",116,"Adcyap1","MGI:105094","MP:0003631, MP:0005369, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005384, MP:0005386, MP:0005387, MP:0005389, MP:0005391, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"ADCYAP1R1",117,"Adcyap1r1","MGI:108449","MP:0003631, MP:0005376, MP:0005378, MP:0005386, MP:0005387, MP:0005389, MP:0010768",NA,1,1,"one-to-one"
"ADD1",118,"Add1","MGI:87918","MP:0003631, MP:0005378, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"ADD2",119,"Add2","MGI:87919","MP:0003631, MP:0005367, MP:0005370, MP:0005376, MP:0005378, MP:0005385, MP:0005386, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"ADD3",120,"Add3","MGI:1351615","",NA,1,1,"one-to-one"
"ADGB",79747,"Adgb","MGI:3605549","MP:0003631, MP:0005367, MP:0005369, MP:0005379, MP:0005384, MP:0005386, MP:0005387, MP:0005389, MP:0005391, MP:0005397",NA,1,1,"one-to-one"
"ADGRA1",84435,"Adgra1","MGI:1277167","MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"ADGRA2",25960,"Adgra2","MGI:1925810","MP:0003631, MP:0005378, MP:0005380, MP:0005381, MP:0005382, MP:0005385, MP:0005388, MP:0010768",NA,1,1,"one-to-one"
"ADGRA3",166647,"Adgra3","MGI:1917943","",NA,1,1,"one-to-one"
"ADGRB1",575,"Adgrb1","MGI:1933736","MP:0003631, MP:0005376, MP:0005386, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"ADGRB2",576,"Adgrb2","MGI:2451244","MP:0003631, MP:0005386",NA,1,1,"one-to-one"
"ADGRB3",577,"Adgrb3","MGI:2441837","MP:0003631, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"ADGRD1",283383,"Adgrd1","MGI:3041203","MP:0005387, MP:0005389, MP:0005390",NA,1,1,"one-to-one"
"ADGRE1",2015,"Adgre1","MGI:106912","MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"ADGRE2",30817,"Adgre5","MGI:1347095","MP:0005387, MP:0005397, MP:0010768",NA,1,2,"one-to-many (mouse-to-human)"
"ADGRE4P",326342,"Adgre4","MGI:1196464","",NA,1,1,"one-to-one"
"ADGRE5",976,"Adgre5","MGI:1347095","MP:0005387, MP:0005397, MP:0010768",NA,1,2,"one-to-many (mouse-to-human)"
"ADGRF1",266977,"Adgrf1","MGI:1924846","MP:0005378, MP:0005385, MP:0005387, MP:0005391, MP:0005397",NA,1,1,"one-to-one"
"ADGRF2P",222611,"Adgrf2","MGI:2182728","MP:0005378, MP:0005382, MP:0005390",NA,1,1,"one-to-one"
"ADGRF3",165082,"Adgrf3","MGI:2685887","",NA,1,1,"one-to-one"
"ADGRF4",221393,"Adgrf4","MGI:1925499","MP:0005391",NA,1,1,"one-to-one"
"ADGRF5",221395,"Adgrf5","MGI:2182928","MP:0005376, MP:0005378, MP:0005384, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"ADGRG1",9289,"Adgrg1","MGI:1340051","MP:0003631, MP:0005379, MP:0005384, MP:0005386, MP:0005389",NA,1,1,"one-to-one"
"ADGRG2",10149,"Adgrg2","MGI:2446854","MP:0005376, MP:0005379, MP:0005384, MP:0005389",NA,1,1,"one-to-one"
"ADGRG3",222487,"Adgrg3","MGI:1859670","MP:0005384, MP:0005387, MP:0005397",NA,1,1,"one-to-one"
"ADGRG4",139378,"Adgrg4","MGI:2685213","",NA,1,1,"one-to-one"
"ADGRG5",221188,"Adgrg5","MGI:2685955","MP:0005376, MP:0005378",NA,1,1,"one-to-one"
"ADGRG6",57211,"Adgrg6","MGI:1916151","MP:0003631, MP:0005369, MP:0005371, MP:0005376, MP:0005378, MP:0005380, MP:0005384, MP:0005385, MP:0005386, MP:0005389, MP:0005390, MP:0010768",NA,1,1,"one-to-one"
"ADGRG7",84873,"Adgrg7","MGI:2441732","MP:0005369, MP:0005378, MP:0005381, MP:0005391",NA,1,1,"one-to-one"
"ADGRL1",22859,"Adgrl1","MGI:1929461","MP:0003631, MP:0005386",NA,1,1,"one-to-one"
"ADGRL2",23266,"Adgrl2","MGI:2139714","MP:0005385, MP:0005386, MP:0010768",NA,1,1,"one-to-one"
"ADGRL3",23284,"Adgrl3","MGI:2441950","MP:0003631, MP:0005376, MP:0005386, MP:0010771",NA,1,1,"one-to-one"
"ADGRL4",64123,"Adgrl4","MGI:2655562","MP:0002006, MP:0005370, MP:0005385, MP:0005386, MP:0005387, MP:0005391, MP:0005397, MP:0010771",NA,1,1,"one-to-one"
"ADGRV1",84059,"Adgrv1","MGI:1274784","MP:0003631, MP:0005371, MP:0005377, MP:0005379, MP:0005386, MP:0005389, MP:0005390, MP:0005391, MP:0010768",NA,1,1,"one-to-one"
"ADH1A",124,"Adh1","MGI:87921","MP:0005376, MP:0005378, MP:0005386, MP:0010768",NA,1,3,"one-to-many (mouse-to-human)"
"ADH1B",125,"Adh1","MGI:87921","MP:0005376, MP:0005378, MP:0005386, MP:0010768",NA,1,3,"one-to-many (mouse-to-human)"
"ADH1C",126,"Adh1","MGI:87921","MP:0005376, MP:0005378, MP:0005386, MP:0010768",NA,1,3,"one-to-many (mouse-to-human)"
"ADH4",127,"Adh4","MGI:1349472","",NA,1,1,"one-to-one"
"ADH5",128,"Adh5","MGI:87929","MP:0005376, MP:0005385, MP:0005386, MP:0005387, MP:0010768",NA,1,1,"one-to-one"
"ADH6",130,"Adh6b","MGI:2446626","",NA,1,1,"one-to-one"
"ADH7",131,"Adh7","MGI:87926","MP:0003631, MP:0005376, MP:0005378, MP:0005386, MP:0005394, MP:0010768",NA,1,1,"one-to-one"
"ADHFE1",137872,"Adhfe1","MGI:1923437","",NA,1,1,"one-to-one"
"ADI1",55256,"Adi1","MGI:2144929","",NA,1,1,"one-to-one"
"ADIG",149685,"Adig","MGI:2675492","MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005385, MP:0005391, MP:0005397",NA,1,1,"one-to-one"
"ADIPOQ",9370,"Adipoq","MGI:106675","MP:0005367, MP:0005369, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005397, MP:0010768",NA,1,1,"one-to-one"
"ADIPOR1",51094,"Adipor1","MGI:1919924","MP:0005369, MP:0005370, MP:0005375, MP:0005376, MP:0005377, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005391, MP:0005397",NA,1,1,"one-to-one"
"ADIPOR2",79602,"Adipor2","MGI:93830","MP:0003631, MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005386, MP:0005387, MP:0005389, MP:0005397",NA,1,1,"one-to-one"
"ADISSP",54976,"Adissp","MGI:1914576","MP:0005375, MP:0005376, MP:0005378, MP:0005384",NA,1,1,"one-to-one"
"ADK",132,"Adk","MGI:87930","MP:0003631, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005386, MP:0005387, MP:0005388, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771",NA,1,1,"one-to-one"
