Geneid,mouse_gene,ortholog_type,Secretome location,Secretome function,Level,Reliability,Cell type,Mean_TPM,adult_SL_01,adult_SL_02,adult_SL_03
ACKR2,Ackr2,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.9789649804572292,1.29051781712699,1.09958748507634,0.546789639168358
ACKR3,Ackr3,one-to-one,NA,NA,Low,Approved,glandular cells,3.3300733635926334,4.91566077319794,3.28141821572561,1.79314110185435
ACKR4,Ackr4,one-to-one,NA,NA,NA,NA,NA,1.8365695189624436,2.51017972496077,1.85088642833401,1.14864240359255
ACLY,Acly,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,50.781883714295134,58.4635124709849,50.8779394770812,43.0041991948193
ACMSD,Acmsd,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.6683688947294545,0.64507912062575,0.722284061317212,0.637743502245401
ACO1,Aco1,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,9.269647514877184,11.3007926221343,10.4137402998406,6.09440962265665
ACO2,Aco2,one-to-one,NA,NA,High,Enhanced,glandular cells,19.858165233702533,21.8603417575157,21.2295996341458,16.4845543094461
ACOD1,Acod1,one-to-one,NA,NA,NA,NA,NA,0,0,0,0
ACOT1,Acot1 | Acot2 | Acot3 | Acot5,many-to-many,NA,NA,Medium,Approved,glandular cells,0.8652077896430553,0.908303752990538,1.36797902132554,0.319340594613088
ACOT11,Acot11,one-to-one,NA,NA,Low,Enhanced,glandular cells,14.599509621380234,14.8413808837825,17.5256519918619,11.4314959884963
ACOT12,Acot12,one-to-one,NA,NA,NA,NA,NA,0.42871874405008265,0.525503897450367,0.587902860786801,0.17274947391308
ACOT13,Acot13,one-to-one,NA,NA,Medium,Enhanced,glandular cells,7.740014665312301,9.90158653633486,7.03812174339279,6.28033571620925
ACOT2,Acot1 | Acot2 | Acot3 | Acot5,many-to-many,NA,NA,Medium,Enhanced,glandular cells,8.389586854802223,11.416434819119,8.41793281036772,5.33439293491995
ACOT4,Acot4,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.7913332909811316,0.760901441816095,0.906315282068042,0.706783149059258
ACOT6,Acot6,one-to-one,NA,NA,NA,NA,NA,0.37082034174086,0.60563441604233,0.186069100623572,0.320757508556678
ACOT7,Acot7,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,2.156365745186989,3.86777037314636,2.04476481267388,0.556562049740728
ACOT8,Acot8,one-to-one,NA,NA,Medium,Approved,glandular cells,9.507621502337074,11.7244077341323,9.25886468522008,7.53959208765884
ACOT9,Acot10 | Acot9,one-to-many (human-to-mouse),NA,NA,Medium,Supported,glandular cells,8.872407926489533,12.5901034697903,8.44871787543314,5.57840243424516
ACOX1,Acox1,one-to-one,NA,NA,Low,Approved,glandular cells,27.500790758113734,30.3904690623938,27.8618684633366,24.2500347486108
ACOX2,Acox2,one-to-one,NA,NA,Low,Enhanced,glandular cells,3.8849402482545696,3.60819695514658,5.88833861322982,2.15828517638731
ACOX3,Acox3,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,7.759824778324114,8.60636521287823,10.5055456419577,4.16756348013641
ACOXL,Acoxl,one-to-one,NA,NA,NA,NA,NA,0.17547448227428028,0.308386100319013,0.159656215551315,0.0583811309525129
ACOXL-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.11998232011517522,0.266960583451619,0.0590531884108558,0.0339331884830508
ACP1,Acp1,one-to-one,NA,NA,Low,Approved,glandular cells,34.988703586401165,39.9522708251075,34.1877283448666,30.8261115892294
ACP2,Acp2,one-to-one,NA,NA,NA,NA,NA,24.8299264813654,25.9909924082456,31.7654593120882,16.7333277237624
ACP3,Acp3,one-to-one,Secreted to blood,Enzyme,Not detected,Enhanced,glandular cells,6.945596859212036,6.49740343155394,6.68070031408797,7.6586868319942
ACP4,Acp4,one-to-one,NA,NA,NA,NA,NA,0.8747020842047383,1.78907354942659,0.753815563539667,0.0812171396479578
ACP5,Acp5,one-to-one,Intracellular and membrane,Enzyme,Not detected,Enhanced,glandular cells,13.504388155007552,23.6159069318739,10.6193220212903,6.27793551185845
ACP6,Acp6,one-to-one,Intracellular and membrane,Enzyme,NA,NA,NA,2.8174922329426164,2.45277996397117,3.583756868318,2.41593986653868
ACP7,Acp7,one-to-one,Secreted - unknown location,Enzyme,Not detected,Uncertain,glandular cells,0.12030310737028745,0.183860068409885,0.118623415369399,0.0584258383315783
ACR,Acr,one-to-one,Secreted in male reproductive system,Enzyme,Not detected,Enhanced,glandular cells,0,0,0,0
ACRBP,Acrbp,one-to-one,Secreted in male reproductive system,No annotated function,Not detected,Enhanced,glandular cells,0.8300559813814926,1.62042972103294,0.497844727495194,0.371893495616344
ACRV1,Acrv1,one-to-one,Secreted in male reproductive system,No annotated function,Not detected,Enhanced,glandular cells,0.10334610465437666,0.31003831396313,0,0
ACR_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
ACSBG1,Acsbg1,one-to-one,NA,NA,Not detected,Approved,glandular cells,0.06185744463842357,0.081057957573615,0.0640374210586323,0.0404769552830234
ACSBG2,Acsbg2,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.380429663356139,0.609121816888123,0.285814635287845,0.246352537892449
ACSF2,Acsf2,one-to-one,NA,NA,Medium,Enhanced,glandular cells,6.388187944217594,7.60889583858206,5.96909373229752,5.5865742617732
ACSF3,Acsf3,one-to-one,NA,NA,NA,NA,NA,6.955701418806246,9.7025096729782,6.95395653033027,4.21063805311027
ACSL1,Acsl1,one-to-one,NA,NA,Medium,Enhanced,glandular cells,51.907454095367804,58.3661083342643,39.8484960453086,57.5077579065305
ACSL3,Acsl3,one-to-one,NA,NA,Medium,Approved,glandular cells,69.24538801657006,76.691720306696,70.039799222,61.0046445210142
ACSL3-AS1,NA,human-specific,NA,NA,NA,NA,NA,14.824027855845634,15.3558780875162,13.082939885455,16.0332655945657
ACSL4,Acsl4,one-to-one,NA,NA,Low,Supported,glandular cells,10.015997517323806,18.4722095771345,6.81026176486107,4.76552120997585
ACSL5,Acsl5,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,2.25858473979961,4.20554925500055,1.55886640414786,1.01133856025042
ACSL6,Acsl6,one-to-one,NA,NA,Low,Enhanced,glandular cells,0.308977362092809,0.315752078328194,0.35699139536356,0.254188612586673
ACSL6-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.082094129076478,0,0.132272553121108,0.114009834108326
ACSM1,Acsm1,one-to-one,NA,NA,NA,NA,NA,1.62908637041531,1.23720378719265,2.561331003667,1.08872432038628
ACSM2A,Acsm2,one-to-many (mouse-to-human),NA,NA,Not detected,Supported,glandular cells,0.022082858461153734,0.0662485753834612,0,0
ACSM2B,Acsm2,one-to-many (mouse-to-human),NA,NA,Not detected,Supported,glandular cells,0.021567903711795667,0,0,0.064703711135387
ACSM3,Acsm3,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,1.2602420091134234,1.73555753561273,1.41181691655956,0.63335157516798
ACSM4,Acsm4,one-to-one,NA,NA,NA,NA,NA,0.015466638485534166,0,0,0.0463999154566025
ACSM5,Acsm5,one-to-one,NA,NA,High,Uncertain,glandular cells,0.3448790166458487,0.463796236041749,0.241398461566235,0.329442352329562
ACSM6,NA,human-specific,NA,NA,NA,NA,NA,1.4454059247058904,2.57611234262927,1.26633465734829,0.493770774140111
ACSS1,Acss1,one-to-one,NA,NA,Medium,Enhanced,glandular cells,26.846336621762365,27.8194177212096,32.664257199941,20.0553349441365
ACSS2,Acss2,one-to-one,NA,NA,Low,Approved,glandular cells,12.035652288806014,15.0645296471586,12.8384363112748,8.20399090798465
ACSS3,Acss3,one-to-one,NA,NA,Low,Approved,glandular cells,2.7528219380206633,2.60773036864339,2.60749064137401,3.04324480404459
ACTA1,Acta1,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.16798140053645336,0.115020441857357,0.169621141225727,0.219302618526276
ACTA2,Acta2,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,52.35405284413947,72.1602136579439,51.63530943755,33.2666354369245
ACTA2-AS1,NA,human-specific,NA,NA,NA,NA,NA,2.7659787861331133,4.19714828216642,2.07350014011581,2.02728793611711
ACTB,Actb,one-to-one,NA,NA,Low,Supported,glandular cells,692.9450556823354,1118.41174011575,686.556453085441,273.866973845815
ACTBL2,Actbl2,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,0.07005088278431033,0.122759827350981,0.0678879173857082,0.0195049036162418
ACTC1,Actc1,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.21083771882470193,0.490220520655512,0.090366289269018,0.0519263465495757
ACTE1P,Acte1,one-to-one,NA,NA,NA,NA,NA,0,0,0,0
ACTG1,Actg1,one-to-one,NA,NA,Low,Approved,glandular cells,14.103811389109067,17.4188243932921,17.21814799681,7.6744617772251
ACTG1P17,NA,human-specific,NA,NA,NA,NA,NA,0.5363909898132877,0.872881179568394,0.605760770221697,0.130531019649772
ACTG1P20,NA,human-specific,NA,NA,NA,NA,NA,1.7212823745877854,2.00466057431709,2.1933702096734,0.965816339772867
ACTG1P25,NA,human-specific,NA,NA,NA,NA,NA,0.0778577597978669,0.0738886164624385,0.136204826350473,0.0234798365806892
ACTG1P4,NA,human-specific,NA,NA,NA,NA,NA,0.8704677368159427,1.33711263659178,0.890510991435065,0.383779582420983
ACTG1_1,NA,human-specific,NA,NA,NA,NA,NA,0.19492838704160867,0.336595640450088,0.248189520674738,0
ACTG2,Actg2,one-to-one,NA,NA,Not detected,Supported,glandular cells,21.0832498778679,18.2235368887985,26.0739957112456,18.9522170335596
ACTL10,Actl10,one-to-one,NA,NA,NA,NA,NA,4.491096880814417,4.92927623867596,5.03254032178022,3.51147408198707
ACTL6A,Actl6a,one-to-one,NA,NA,High,Supported,glandular cells,12.9702081080163,17.7175928422878,11.1360693645021,10.056962117259
ACTL6B,Actl6b,one-to-one,NA,NA,NA,NA,NA,0,0,0,0
ACTL7A,Actl7a,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.17593783589243397,0.345061325572072,0,0.18275218210523
ACTL7B,Actl7b,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.10648607562298033,0.183876496221572,0.135581730647369,0
ACTL8,NA,human-specific,NA,NA,NA,NA,NA,0.036349308456748004,0,0,0.109047925370244
ACTL9,Actl9,one-to-one,NA,NA,NA,NA,NA,0,0,0,0
ACTMAP,Actmap,one-to-one,NA,NA,NA,NA,NA,1.5605823985308593,2.09962723451555,1.75840924910938,0.823710711967649
ACTN1,Actn1,one-to-one,NA,NA,High,Approved,glandular cells,41.49959263944263,62.3074605073143,41.4288075823449,20.7625098286687
ACTN1-DT,NA,human-specific,NA,NA,NA,NA,NA,0.29722771551172333,0,0.527765278730297,0.363917867804873
ACTN2,Actn2,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.05686278047304113,0.0845805281166501,0,0.0860078133024733
ACTN3,Actn3,one-to-one,NA,NA,NA,NA,NA,0.06481377525609024,0.0785715388558277,0.115869786912443,0
ACTN4,Actn4,one-to-one,NA,NA,Medium,Supported,glandular cells,0.012296048306474067,0,0.0368881449194222,0
ACTN4_1,NA,human-specific,NA,NA,NA,NA,NA,4.802974687368433,9.1550970309526,2.74201877234372,2.51180825880898
ACTR10,Actr10,one-to-one,NA,NA,NA,NA,NA,19.40187631628753,23.2284942479482,20.147032121582,14.8301025793324
ACTR1A,Actr1a,one-to-one,NA,NA,Low,Approved,glandular cells,26.955578876481436,37.965341863618,26.3405599229816,16.5608348428447
ACTR1B,Actr1b,one-to-one,NA,NA,NA,NA,NA,0.008290883869904233,0,0.0248726516097127,0
ACTR1B_1,NA,human-specific,NA,NA,NA,NA,NA,4.803083301321476,9.51253442648076,0.994906064388507,3.90180941309516
ACTR2,Actr2,one-to-one,NA,NA,Not detected,Approved,glandular cells,48.1361690855965,76.3330981904042,44.0985826114048,23.9768264549805
ACTR3,Actr3,one-to-one,NA,NA,Medium,Approved,glandular cells,27.620409377624032,40.7131504927829,23.4736125469384,18.6744650931508
ACTR3-AS1,NA,human-specific,NA,NA,NA,NA,NA,3.11694993254955,5.08673030366627,2.78624286472734,1.47787662925504
ACTR3B,Actr3b,one-to-one,NA,NA,Medium,Uncertain,glandular cells,3.582842661138697,3.86153540248258,3.69884384447502,3.18814873645849
ACTR3BP2,NA,human-specific,NA,NA,NA,NA,NA,0.04272433453146967,0.128173003594409,0,0
ACTR3BP5,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
ACTR3BP5_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
ACTR3C,NA,human-specific,NA,NA,NA,NA,NA,3.4925517898742533,4.07089638835423,3.88493843065707,2.52182055061146
ACTR5,Actr5,one-to-one,NA,NA,Medium,Approved,glandular cells,4.012789246792964,5.42025364905781,3.92216423318357,2.69594985813751
ACTR6,Actr6,one-to-one,NA,NA,Medium,Uncertain,glandular cells,8.23132521052049,9.93059488610287,7.15516869585636,7.60821204960224
ACTR8,Actr8,one-to-one,NA,NA,NA,NA,NA,4.238940238959243,5.48610536803283,4.20003148317552,3.03068386566938
ACTRT1,Actrt1,one-to-one,NA,NA,Not detected,Supported,glandular cells,0.0251949610280997,0,0,0.0755848830842991
ACTRT2,Actrt2,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0,0,0,0
ACTRT3,Actrt3,one-to-one,NA,NA,Not detected,Approved,glandular cells,0.5204081444577796,0.564467464662633,0.605398256295771,0.391358712414935
ACVR1,Acvr1,one-to-one,NA,NA,Not detected,Approved,glandular cells,11.591001996115054,14.9983150283415,12.7342027799843,7.04048818001936
ACVR1B,Acvr1b,one-to-one,NA,NA,Not detected,Approved,glandular cells,7.354128931546847,8.17524028509862,9.1261027661122,4.76104374342972
ACVR1C,Acvr1c,one-to-one,Intracellular and membrane,Receptor,Medium,Uncertain,glandular cells,1.6416150152920934,1.6005487032679,2.01815717177558,1.3061391708328
ACVR2A,Acvr2a,one-to-one,NA,NA,Medium,Approved,glandular cells,14.261720074790633,16.0102644447265,15.8533697133624,10.921526066283
ACVR2B,Acvr2b,one-to-one,NA,NA,Not detected,Approved,glandular cells,3.5100024800593097,4.12295632065118,3.95888316600509,2.44816795352166
ACVR2B-AS1,NA,human-specific,NA,NA,NA,NA,NA,1.221444758224544,1.2945626131812,1.48206219432717,0.887709467165262
ACVRL1,Acvrl1,one-to-one,Intracellular and membrane,Receptor,Not detected,Approved,glandular cells,4.630586229277977,9.63242006374422,3.00852799028398,1.25081063380573
ACY1,Acy1,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.134405677490255,0.180902403807299,0.222314628663466,0
ACY3,Acy3,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,1.7285249036057202,2.34513452789743,1.19713153617182,1.64330864674791
ACYP1,Acyp1,one-to-one,NA,NA,Low,Approved,glandular cells,3.80814136698127,4.10494497149968,4.30476802668185,3.01471110276228
ACYP2,Acyp2,one-to-one,NA,NA,Medium,Uncertain,glandular cells,6.13443123635811,8.81202065028126,5.37298430207758,4.21828875671549
ADA,Ada,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,2.6560840460354807,5.33057470897953,1.69054225646764,0.947135172659272
ADA2,NA,human-specific,Secreted to blood,Enzyme,NA,NA,NA,7.812143056518043,12.6099616771559,7.13756885046851,3.68889864192972
ADAD1,Adad1,one-to-one,NA,NA,NA,NA,NA,0.008472745756184634,0,0,0.0254182372685539
ADAD2,Adad2,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.0518911572875263,0.0757488863998762,0.0558536045864749,0.0240709808762278
ADAM10,Adam10,one-to-one,Intracellular and membrane,Enzyme,Not detected,Approved,glandular cells,10.837893340208895,16.145904327764,9.8426285213042,6.52514717155849
ADAM11,Adam11,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.14260046318869557,0.167705338166751,0.185486838622794,0.0746092127765417
ADAM12,Adam12,one-to-one,Secreted in female reproductive system,Cell adhesion,Not detected,Enhanced,glandular cells,5.536689292255101,14.5583083148448,1.21867359739186,0.833085964528645
ADAM15,Adam15,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,0.41865506089302534,0.431403246486895,0.598769154347578,0.225792781844603
ADAM15-EFNA4,NA,human-specific,NA,NA,NA,NA,NA,0.0078860720213848,0,0,0.0236582160641544
ADAM17,Adam17,one-to-one,NA,NA,Low,Approved,glandular cells,9.075264100552728,14.3267962110891,7.61857043231465,5.28042565825443
ADAM18,Adam18,one-to-one,Intracellular and membrane,Developmental protein,NA,NA,NA,0,0,0,0
ADAM18_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
ADAM19,Adam19,one-to-one,NA,NA,NA,NA,NA,3.328048372690844,6.51787260163988,2.58124658868434,0.885025927748311
ADAM2,Adam2,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0,0,0,0
ADAM20,Adam20 | Adam25 | Adam39,one-to-many (human-to-mouse),NA,NA,Not detected,Enhanced,glandular cells,2.6043833549770734,3.116166109373,2.91312788005775,1.78385607550047
ADAM20P1,NA,human-specific,NA,NA,NA,NA,NA,1.3287008786801566,1.66473070907369,1.22749277496594,1.09387915200084
ADAM21,Adam21,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,0.6992382601246216,0.583097585675813,0.979326594660927,0.535290600037125
ADAM21P1,NA,human-specific,NA,NA,NA,NA,NA,0.082991433183917,0.125545738513411,0.12342856103834,0
ADAM22,Adam22,one-to-one,NA,NA,NA,NA,NA,0.8627693421450577,1.35838003017283,0.857623803335532,0.372304192926811
ADAM23,Adam23,one-to-one,Secreted in brain,Cell adhesion,Low,Approved,glandular cells,0.6286274654680087,1.24117350422309,0.492033310442721,0.152675581738215
ADAM28,Adam28,one-to-one,Secreted to blood,Enzyme,Not detected,Enhanced,glandular cells,6.962981303287253,9.01609936499065,7.83629982992465,4.03654471494646
ADAM29,Adam29,one-to-one,Intracellular and membrane,No annotated function,NA,NA,NA,0.015027644480311934,0.0450829334409358,0,0
ADAM2_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
ADAM30,Adam30,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,0,0,0,0
ADAM32,Adam32,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.2832547479995388,0.47650238885892,0.301157196891774,0.0721046582479223
ADAM32_1,NA,human-specific,NA,NA,NA,NA,NA,0.15587492148695545,0.272058013686547,0.164129369347276,0.0314373814270434
ADAM33,Adam33,one-to-one,NA,NA,Low,Approved,glandular cells,5.700168890617377,7.85427510423729,7.67549129329974,1.5707402743151
ADAM3A,Adam3,one-to-one,NA,NA,NA,NA,NA,0,0,0,0
ADAM3B,NA,human-specific,NA,NA,NA,NA,NA,0.48343533233394204,0.912209993666595,0.538096003335231,0
ADAM5,Adam5,one-to-one,NA,NA,NA,NA,NA,0,0,0,0
ADAM5_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
ADAM6,Adam6a,one-to-one,NA,NA,NA,NA,NA,0,0,0,0
ADAM6_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
ADAM7,Adam7,one-to-one,Intracellular and membrane,No annotated function,Not detected,Enhanced,glandular cells,0,0,0,0
ADAM7-AS1,NA,human-specific,NA,NA,NA,NA,NA,1.178659724661633,1.35340287673646,1.56818282820921,0.614393469039229
ADAM7-AS2,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
ADAM8,Adam8,one-to-one,Intracellular and membrane,Enzyme,Low,Approved,glandular cells,2.7030666142617608,4.53911981591935,2.86462111807914,0.705458908786792
ADAM9,Adam9,one-to-one,Secreted - unknown location,Enzyme,NA,NA,NA,59.49340296245766,69.6230491382091,57.0261952127126,51.8309645364513
ADAM9_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0
ADAMDEC1,Adamdec1,one-to-one,Secreted in other tissues,Enzyme,NA,NA,NA,0.7062100540902837,1.82890994628479,0.155602002605143,0.134118213380918
ADAMTS1,Adamts1,one-to-one,Secreted to extracellular matrix,Enzyme,Not detected,Approved,glandular cells,14.685299710250904,28.9189752034238,12.0036002133165,3.13332371401241
ADAMTS10,Adamts10,one-to-one,Secreted to extracellular matrix,Enzyme,Medium,Uncertain,glandular cells,1.9758506392617357,3.78986309284614,1.64959532175101,0.488093503188058
ADAMTS12,Adamts12,one-to-one,Secreted to extracellular matrix,Enzyme,NA,NA,NA,2.7599261404295654,7.26831696670401,0.719097180422779,0.292364274161908
ADAMTS12_1,NA,human-specific,NA,NA,NA,NA,NA,0.09175788058283567,0.275273641748507,0,0
ADAMTS13,Adamts13,one-to-one,Secreted to blood,Blood coagulation,Not detected,Approved,glandular cells,0,0,0,0
ADAMTS13_1,NA,human-specific,NA,NA,NA,NA,NA,0.035887725755298666,0.107663177265896,0,0
ADAMTS14,Adamts14,one-to-one,Secreted to extracellular matrix,Enzyme,NA,NA,NA,1.86307707904062,5.35923371279124,0.151597539302804,0.078399985027816
ADAMTS15,Adamts15,one-to-one,Secreted to extracellular matrix,Enzyme,Not detected,Uncertain,glandular cells,1.7257167902554655,3.38279693866012,1.58545376481819,0.208899667288087
ADAMTS16,Adamts16,one-to-one,Secreted to extracellular matrix,Enzyme,NA,NA,NA,0.24027198371131495,0.556913088044436,0.0995493491704619,0.064353513919047
ADAMTS16-DT,NA,human-specific,NA,NA,NA,NA,NA,0.0229363218450251,0,0,0.0688089655350753
ADAMTS17,Adamts17,one-to-one,Secreted to extracellular matrix,Enzyme,NA,NA,NA,2.7951963586073165,2.36531728612942,3.04190966648501,2.97836212320752
ADAMTS18,Adamts18,one-to-one,Secreted to extracellular matrix,Enzyme,Low,Uncertain,glandular cells,0.5676979264238614,1.49841860875027,0.129983786997203,0.0746913835241112
ADAMTS19,Adamts19,one-to-one,Secreted to extracellular matrix,NA,NA,NA,NA,0.874847708136267,0.950803261829771,1.07665370873919,0.59708615383984
ADAMTS19-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.2958474583909693,0,0.402202801475125,0.485339573697783
ADAMTS2,Adamts2,one-to-one,Secreted to extracellular matrix,Enzyme,Medium,Uncertain,glandular cells,2.416854995082396,6.16579109839718,0.945814711211404,0.138959175638604
