human_gene,human_id,mouse_gene,mouse_id,n_mouse,n_human,ortholog_type
ADAMTSL5,ENSG00000185761,Adamtsl5,ENSMUSG00000043822,1,1,one-to-one
ADAP1,ENSG00000105963,Adap1,ENSMUSG00000056413,1,1,one-to-one
ADAP2,ENSG00000184060,Adap2,ENSMUSG00000020709,1,1,one-to-one
ADAR,ENSG00000160710,Adar,ENSMUSG00000027951,1,1,one-to-one
ADARB1,ENSG00000197381,Adarb1,ENSMUSG00000020262,1,1,one-to-one
ADARB2,ENSG00000185736,Adarb2,ENSMUSG00000052551,1,1,one-to-one
ADAT1,ENSG00000065457,Adat1,ENSMUSG00000031949,1,1,one-to-one
ADAT2,ENSG00000189007,Adat2,ENSMUSG00000019808,1,1,one-to-one
ADAT3,ENSG00000213638,Adat3,ENSMUSG00000113640,2,1,one-to-many (mouse-to-human)
ADAT3,ENSG00000213638,Gm49322,ENSMUSG00000035370,2,1,one-to-many (mouse-to-human)
ADCK1,ENSG00000063761,Adck1,ENSMUSG00000021044,1,1,one-to-one
ADCK2,ENSG00000133597,Adck2,ENSMUSG00000046947,1,1,one-to-one
ADCK5,ENSG00000173137,Adck5,ENSMUSG00000022550,1,1,one-to-one
ADCY1,ENSG00000164742,Adcy1,ENSMUSG00000020431,1,1,one-to-one
ADCY10,ENSG00000143199,Adcy10,ENSMUSG00000026567,1,1,one-to-one
ADCY2,ENSG00000078295,Adcy2,ENSMUSG00000021536,1,1,one-to-one
ADCY3,ENSG00000138031,Adcy3,ENSMUSG00000020654,1,1,one-to-one
ADCY4,ENSG00000129467,Adcy4,ENSMUSG00000022220,1,1,one-to-one
ADCY5,ENSG00000173175,Adcy5,ENSMUSG00000022840,1,1,one-to-one
ADCY6,ENSG00000174233,Adcy6,ENSMUSG00000022994,1,1,one-to-one
ADCY7,ENSG00000121281,Adcy7,ENSMUSG00000031659,1,1,one-to-one
ADCY8,ENSG00000155897,Adcy8,ENSMUSG00000022376,1,1,one-to-one
ADCY9,ENSG00000162104,Adcy9,ENSMUSG00000005580,1,1,one-to-one
ADCYAP1,ENSG00000141433,Adcyap1,ENSMUSG00000024256,1,1,one-to-one
ADCYAP1R1,ENSG00000078549,Adcyap1r1,ENSMUSG00000029778,1,1,one-to-one
ADD1,ENSG00000087274,Add1,ENSMUSG00000029106,1,1,one-to-one
ADD2,ENSG00000075340,Add2,ENSMUSG00000030000,1,1,one-to-one
ADD3,ENSG00000148700,Add3,ENSMUSG00000025026,1,1,one-to-one
ADGB,ENSG00000118492,Adgb,ENSMUSG00000050994,1,1,one-to-one
ADGRA1,ENSG00000197177,Adgra1,ENSMUSG00000025475,1,1,one-to-one
ADGRA2,ENSG00000020181,Adgra2,ENSMUSG00000031486,1,1,one-to-one
ADGRA3,ENSG00000152990,Adgra3,ENSMUSG00000029090,1,1,one-to-one
ADGRB1,ENSG00000181790,Adgrb1,ENSMUSG00000034730,1,1,one-to-one
ADGRB2,ENSG00000121753,Adgrb2,ENSMUSG00000028782,1,1,one-to-one
ADGRB3,ENSG00000135298,Adgrb3,ENSMUSG00000033569,1,1,one-to-one
ADGRD1,ENSG00000111452,Adgrd1,ENSMUSG00000044017,1,1,one-to-one
ADGRE1,ENSG00000174837,Adgre1,ENSMUSG00000004730,1,1,one-to-one
ADGRE5,ENSG00000123146,Adgre5,ENSMUSG00000002885,1,1,one-to-one
ADGRF1,ENSG00000153292,Adgrf1,ENSMUSG00000041293,1,1,one-to-one
ADGRF3,ENSG00000173567,Adgrf3,ENSMUSG00000067642,1,1,one-to-one
ADGRF4,ENSG00000153294,Adgrf4,ENSMUSG00000023918,1,1,one-to-one
ADGRF5,ENSG00000069122,Adgrf5,ENSMUSG00000056492,1,1,one-to-one
ADGRG1,ENSG00000205336,Adgrg1,ENSMUSG00000031785,1,1,one-to-one
ADGRG2,ENSG00000173698,Adgrg2,ENSMUSG00000031298,1,1,one-to-one
ADGRG3,ENSG00000182885,Adgrg3,ENSMUSG00000060470,1,1,one-to-one
ADGRG4,ENSG00000156920,Adgrg4,ENSMUSG00000053852,1,1,one-to-one
ADGRG5,ENSG00000159618,Adgrg5,ENSMUSG00000061577,1,1,one-to-one
ADGRG6,ENSG00000112414,Adgrg6,ENSMUSG00000039116,1,1,one-to-one
ADGRG7,ENSG00000144820,Adgrg7,ENSMUSG00000022755,1,1,one-to-one
ADGRL1,ENSG00000072071,Adgrl1,ENSMUSG00000013033,1,1,one-to-one
ADGRL2,ENSG00000117114,Adgrl2,ENSMUSG00000028184,1,1,one-to-one
ADGRL3,ENSG00000150471,Adgrl3,ENSMUSG00000037605,1,1,one-to-one
ADGRL4,ENSG00000162618,Adgrl4,ENSMUSG00000039167,1,1,one-to-one
ADGRV1,ENSG00000164199,Adgrv1,ENSMUSG00000069170,1,1,one-to-one
ADH1A,ENSG00000187758,Adh1,ENSMUSG00000074207,1,3,one-to-many (mouse-to-human)
ADH1B,ENSG00000196616,Adh1,ENSMUSG00000074207,1,3,one-to-many (mouse-to-human)
ADH1C,ENSG00000248144,Adh1,ENSMUSG00000074207,1,3,one-to-many (mouse-to-human)
ADH4,ENSG00000198099,Adh4,ENSMUSG00000037797,1,1,one-to-one
ADH5,ENSG00000197894,Adh5,ENSMUSG00000028138,1,1,one-to-one
ADH6,ENSG00000172955,Adh6b,ENSMUSG00000074206,1,1,one-to-one
ADH7,ENSG00000196344,Adh7,ENSMUSG00000055301,1,1,one-to-one
ADHFE1,ENSG00000147576,Adhfe1,ENSMUSG00000025911,1,1,one-to-one
ADI1,ENSG00000182551,Adi1,ENSMUSG00000020629,1,1,one-to-one
ADIG,ENSG00000182035,Adig,ENSMUSG00000044405,1,1,one-to-one
ADIPOQ,ENSG00000181092,Adipoq,ENSMUSG00000022878,1,1,one-to-one
ADIPOR1,ENSG00000159346,Adipor1,ENSMUSG00000026457,1,1,one-to-one
ADIPOR2,ENSG00000006831,Adipor2,ENSMUSG00000030168,1,1,one-to-one
ADISSP,ENSG00000101220,Adissp,ENSMUSG00000027327,1,1,one-to-one
ADK,ENSG00000156110,Adk,ENSMUSG00000039197,1,1,one-to-one
ADM,ENSG00000148926,Adm,ENSMUSG00000030790,1,1,one-to-one
ADM2,ENSG00000128165,Adm2,ENSMUSG00000054136,1,1,one-to-one
ADNP,ENSG00000101126,Adnp,ENSMUSG00000051149,1,1,one-to-one
ADNP2,ENSG00000101544,Adnp2,ENSMUSG00000053950,1,1,one-to-one
ADO,ENSG00000181915,Ado,ENSMUSG00000057134,1,1,one-to-one
ADORA1,ENSG00000163485,Adora1,ENSMUSG00000042429,1,1,one-to-one
ADORA2A,ENSG00000128271,Adora2a,ENSMUSG00000020178,1,1,one-to-one
ADORA2B,ENSG00000170425,Adora2b,ENSMUSG00000018500,1,1,one-to-one
ADORA3,ENSG00000282608,Adora3,ENSMUSG00000000562,1,1,one-to-one
ADPGK,ENSG00000159322,Adpgk,ENSMUSG00000025236,1,1,one-to-one
ADPRH,ENSG00000144843,Adprh,ENSMUSG00000002844,1,1,one-to-one
ADPRHL1,ENSG00000153531,Adprhl1,ENSMUSG00000031448,1,1,one-to-one
ADPRM,ENSG00000170222,Adprm,ENSMUSG00000020910,1,1,one-to-one
ADPRS,ENSG00000116863,Adprs,ENSMUSG00000042558,1,1,one-to-one
ADRA1A,ENSG00000120907,Adra1a,ENSMUSG00000045875,1,1,one-to-one
ADRA1B,ENSG00000170214,Adra1b,ENSMUSG00000050541,1,1,one-to-one
ADRA1D,ENSG00000171873,Adra1d,ENSMUSG00000027335,1,1,one-to-one
ADRA2A,ENSG00000150594,Adra2a,ENSMUSG00000033717,1,1,one-to-one
ADRA2B,ENSG00000274286,Adra2b,ENSMUSG00000058620,1,1,one-to-one
ADRA2C,ENSG00000184160,Adra2c,ENSMUSG00000045318,1,1,one-to-one
ADRB1,ENSG00000043591,Adrb1,ENSMUSG00000035283,1,1,one-to-one
ADRB2,ENSG00000169252,Adrb2,ENSMUSG00000045730,1,1,one-to-one
ADRB3,ENSG00000188778,Adrb3,ENSMUSG00000031489,1,1,one-to-one
ADRM1,ENSG00000130706,Adrm1,ENSMUSG00000039041,2,1,one-to-many (mouse-to-human)
ADRM1,ENSG00000130706,Adrm1b,ENSMUSG00000042165,2,1,one-to-many (mouse-to-human)
ADSL,ENSG00000239900,Adsl,ENSMUSG00000022407,1,1,one-to-one
ADSS1,ENSG00000185100,Adss1,ENSMUSG00000011148,1,1,one-to-one
ADSS2,ENSG00000035687,Adss2,ENSMUSG00000015961,1,1,one-to-one
ADTRP,ENSG00000111863,Adtrp,ENSMUSG00000058022,1,1,one-to-one
AEBP1,ENSG00000106624,Aebp1,ENSMUSG00000020473,1,1,one-to-one
AEBP2,ENSG00000139154,Aebp2,ENSMUSG00000030232,1,1,one-to-one
AEN,ENSG00000181026,Aen,ENSMUSG00000030609,1,1,one-to-one
AFAP1,ENSG00000196526,Afap1,ENSMUSG00000029094,1,1,one-to-one
AFAP1L1,ENSG00000157510,Afap1l1,ENSMUSG00000033032,1,1,one-to-one
AFAP1L2,ENSG00000169129,Afap1l2,ENSMUSG00000025083,1,1,one-to-one
AFDN,ENSG00000130396,Afdn,ENSMUSG00000068036,1,1,one-to-one
AFF1,ENSG00000172493,Aff1,ENSMUSG00000029313,1,1,one-to-one
AFF2,ENSG00000155966,Aff2,ENSMUSG00000031189,1,1,one-to-one
AFF3,ENSG00000144218,Aff3,ENSMUSG00000037138,1,1,one-to-one
AFF4,ENSG00000072364,Aff4,ENSMUSG00000049470,1,1,one-to-one
AFG1L,ENSG00000135537,Afg1l,ENSMUSG00000038302,1,1,one-to-one
AFG2A,ENSG00000145375,Afg2a,ENSMUSG00000027722,1,1,one-to-one
AFG2B,ENSG00000171763,Afg2b,ENSMUSG00000118663,1,1,one-to-one
AFG3L2,ENSG00000141385,Afg3l2,ENSMUSG00000024527,1,1,one-to-one
AFM,ENSG00000079557,Afm,ENSMUSG00000029369,1,1,one-to-one
AFMID,ENSG00000183077,Afmid,ENSMUSG00000017718,1,1,one-to-one
AFP,ENSG00000081051,Afp,ENSMUSG00000054932,1,1,one-to-one
AFTPH,ENSG00000119844,Aftph,ENSMUSG00000049659,1,1,one-to-one
AGA,ENSG00000038002,Aga,ENSMUSG00000031521,1,1,one-to-one
AGAP1,ENSG00000157985,Agap1,ENSMUSG00000055013,1,1,one-to-one
AGAP2,ENSG00000135439,Agap2,ENSMUSG00000025422,1,1,one-to-one
AGAP3,ENSG00000133612,Agap3,ENSMUSG00000023353,1,1,one-to-one
AGBL1,ENSG00000273540,Agbl1,ENSMUSG00000025754,1,1,one-to-one
AGBL2,ENSG00000165923,Agbl2,ENSMUSG00000040812,1,1,one-to-one
AGBL3,ENSG00000146856,Agbl3,ENSMUSG00000038836,1,1,one-to-one
AGBL4,ENSG00000186094,Agbl4,ENSMUSG00000061298,1,1,one-to-one
AGBL5,ENSG00000084693,Agbl5,ENSMUSG00000029165,1,1,one-to-one
AGER,ENSG00000204305,Ager,ENSMUSG00000015452,1,1,one-to-one
AGFG1,ENSG00000173744,Agfg1,ENSMUSG00000026159,1,1,one-to-one
AGFG2,ENSG00000106351,Agfg2,ENSMUSG00000029722,1,1,one-to-one
AGGF1,ENSG00000164252,Aggf1,ENSMUSG00000021681,1,1,one-to-one
AGK,ENSG00000006530,Agk,ENSMUSG00000029916,1,1,one-to-one
AGL,ENSG00000162688,Agl,ENSMUSG00000033400,1,1,one-to-one
AGMAT,ENSG00000116771,Agmat,ENSMUSG00000040706,1,1,one-to-one
AGMO,ENSG00000187546,Agmo,ENSMUSG00000050103,1,1,one-to-one
AGO1,ENSG00000092847,Ago1,ENSMUSG00000041530,1,1,one-to-one
AGO2,ENSG00000123908,Ago2,ENSMUSG00000036698,1,1,one-to-one
AGO3,ENSG00000126070,Ago3,ENSMUSG00000028842,1,1,one-to-one
AGO4,ENSG00000134698,Ago4,ENSMUSG00000042500,1,1,one-to-one
AGPAT1,ENSG00000204310,Agpat1,ENSMUSG00000034254,1,1,one-to-one
AGPAT2,ENSG00000169692,Agpat2,ENSMUSG00000026922,1,1,one-to-one
AGPAT3,ENSG00000160216,Agpat3,ENSMUSG00000001211,1,1,one-to-one
AGPAT4,ENSG00000026652,Agpat4,ENSMUSG00000023827,1,1,one-to-one
AGPAT5,ENSG00000155189,Agpat5,ENSMUSG00000031467,1,1,one-to-one
AGPS,ENSG00000018510,Agps,ENSMUSG00000042410,1,1,one-to-one
AGR2,ENSG00000106541,Agr2,ENSMUSG00000020581,1,1,one-to-one
AGR3,ENSG00000173467,Agr3,ENSMUSG00000036231,1,1,one-to-one
AGRN,ENSG00000188157,Agrn,ENSMUSG00000041936,1,1,one-to-one
AGRP,ENSG00000159723,Agrp,ENSMUSG00000005705,1,1,one-to-one
AGT,ENSG00000135744,Agt,ENSMUSG00000031980,1,1,one-to-one
AGTPBP1,ENSG00000135049,Agtpbp1,ENSMUSG00000021557,1,1,one-to-one
AGTR1,ENSG00000144891,Agtr1a,ENSMUSG00000049115,2,1,one-to-many (mouse-to-human)
AGTR1,ENSG00000144891,Agtr1b,ENSMUSG00000054988,2,1,one-to-many (mouse-to-human)
AGTR2,ENSG00000180772,Agtr2,ENSMUSG00000068122,1,1,one-to-one
AGTRAP,ENSG00000177674,Agtrap,ENSMUSG00000029007,1,1,one-to-one
AGXT,ENSG00000172482,Agxt,ENSMUSG00000026272,1,1,one-to-one
AGXT2,ENSG00000113492,Agxt2,ENSMUSG00000089678,1,1,one-to-one
AHCTF1,ENSG00000153207,Ahctf1,ENSMUSG00000026491,1,1,one-to-one
AHCY,ENSG00000101444,Ahcy,ENSMUSG00000027597,2,1,one-to-many (mouse-to-human)
AHCY,ENSG00000101444,Ahcyl,ENSMUSG00000048087,2,1,one-to-many (mouse-to-human)
AHCYL1,ENSG00000168710,Ahcyl1,ENSMUSG00000027893,1,1,one-to-one
AHCYL2,ENSG00000158467,Ahcyl2,ENSMUSG00000029772,1,1,one-to-one
AHDC1,ENSG00000126705,Ahdc1,ENSMUSG00000037692,1,1,one-to-one
AHI1,ENSG00000135541,Ahi1,ENSMUSG00000019986,1,1,one-to-one
AHNAK,ENSG00000124942,Ahnak,ENSMUSG00000069833,1,1,one-to-one
AHNAK2,ENSG00000185567,Ahnak2,ENSMUSG00000118667,1,1,one-to-one
AHR,ENSG00000106546,Ahr,ENSMUSG00000019256,1,1,one-to-one
AHRR,ENSG00000063438,Ahrr,ENSMUSG00000021575,1,1,one-to-one
AHSA1,ENSG00000100591,Ahsa1,ENSMUSG00000021037,1,1,one-to-one
AHSG,ENSG00000145192,Ahsg,ENSMUSG00000022868,1,1,one-to-one
AHSP,ENSG00000169877,Ahsp,ENSMUSG00000121605,1,1,one-to-one
AICDA,ENSG00000111732,Aicda,ENSMUSG00000040627,1,1,one-to-one
AIDA,ENSG00000186063,Aida,ENSMUSG00000042901,1,1,one-to-one
AIF1,ENSG00000204472,Aif1,ENSMUSG00000024397,1,1,one-to-one
AIF1L,ENSG00000126878,Aif1l,ENSMUSG00000001864,1,1,one-to-one
AIFM1,ENSG00000156709,Aifm1,ENSMUSG00000036932,1,1,one-to-one
AIFM2,ENSG00000042286,Aifm2,ENSMUSG00000020085,1,1,one-to-one
AIFM3,ENSG00000183773,Aifm3,ENSMUSG00000022763,1,1,one-to-one
AIG1,ENSG00000146416,Aig1,ENSMUSG00000019806,1,1,one-to-one
AIM2,ENSG00000163568,Aim2,ENSMUSG00000037860,1,1,one-to-one
AIMP1,ENSG00000164022,Aimp1,ENSMUSG00000028029,1,1,one-to-one
AIMP2,ENSG00000106305,Aimp2,ENSMUSG00000029610,1,1,one-to-one
AIP,ENSG00000110711,Aip,ENSMUSG00000024847,1,1,one-to-one
AIPL1,ENSG00000129221,Aipl1,ENSMUSG00000040554,1,1,one-to-one
AIRE,ENSG00000160224,Aire,ENSMUSG00000000731,1,1,one-to-one
AIRIM,ENSG00000116922,Airim,ENSMUSG00000044730,1,1,one-to-one
AJAP1,ENSG00000196581,Ajap1,ENSMUSG00000039546,1,1,one-to-one
AJM1,ENSG00000232434,Ajm1,ENSMUSG00000029419,1,1,one-to-one
AJUBA,ENSG00000129474,Ajuba,ENSMUSG00000022178,1,1,one-to-one
AK1,ENSG00000106992,Ak1,ENSMUSG00000026817,1,1,one-to-one
AK2,ENSG00000004455,Ak2,ENSMUSG00000028792,1,1,one-to-one
AK3,ENSG00000147853,Ak3,ENSMUSG00000024782,1,1,one-to-one
AK4,ENSG00000162433,Ak4,ENSMUSG00000028527,1,2,one-to-many (mouse-to-human)
AK4P3,ENSG00000233381,Ak4,ENSMUSG00000028527,1,2,one-to-many (mouse-to-human)
AK5,ENSG00000154027,Ak5,ENSMUSG00000039058,1,1,one-to-one
AK7,ENSG00000140057,Ak7,ENSMUSG00000041323,1,1,one-to-one
AK8,ENSG00000165695,Ak8,ENSMUSG00000026807,1,1,one-to-one
AK9,ENSG00000155085,Ak9,ENSMUSG00000091415,1,1,one-to-one
AKAIN1,ENSG00000231824,Akain1,ENSMUSG00000091636,1,1,one-to-one
AKAP1,ENSG00000121057,Akap1,ENSMUSG00000018428,1,1,one-to-one
AKAP10,ENSG00000108599,Akap10,ENSMUSG00000047804,1,1,one-to-one
AKAP11,ENSG00000023516,Akap11,ENSMUSG00000022016,1,1,one-to-one
AKAP12,ENSG00000131016,Akap12,ENSMUSG00000038587,1,1,one-to-one
AKAP13,ENSG00000170776,Akap13,ENSMUSG00000066406,1,1,one-to-one
AKAP14,ENSG00000186471,Akap14,ENSMUSG00000036551,1,1,one-to-one
AKAP17A,ENSG00000197976,Akap17a,ENSMUSG00000121606,1,1,one-to-one
AKAP3,ENSG00000111254,Akap3,ENSMUSG00000030344,1,1,one-to-one
AKAP4,ENSG00000147081,Akap4,ENSMUSG00000050089,1,1,one-to-one
AKAP5,ENSG00000179841,Akap5,ENSMUSG00000021057,1,1,one-to-one
AKAP6,ENSG00000151320,Akap6,ENSMUSG00000061603,1,1,one-to-one
AKAP7,ENSG00000118507,Akap7,ENSMUSG00000039166,1,1,one-to-one
AKAP8,ENSG00000105127,Akap8,ENSMUSG00000024045,1,1,one-to-one
AKAP8L,ENSG00000011243,Akap8l,ENSMUSG00000002625,1,1,one-to-one
AKAP9,ENSG00000127914,Akap9,ENSMUSG00000040407,1,1,one-to-one
AKIP1,ENSG00000166452,Akip1,ENSMUSG00000031023,1,1,one-to-one
AKIRIN1,ENSG00000174574,Akirin1,ENSMUSG00000023075,1,1,one-to-one
AKIRIN2,ENSG00000135334,Akirin2,ENSMUSG00000028291,1,1,one-to-one
AKNA,ENSG00000106948,Akna,ENSMUSG00000039158,1,1,one-to-one
AKNAD1,ENSG00000162641,Aknad1,ENSMUSG00000049565,1,1,one-to-one
AKR1A1,ENSG00000117448,Akr1a1,ENSMUSG00000028692,1,1,one-to-one
AKR1B1,ENSG00000085662,Akr1b1,ENSMUSG00000001642,1,1,one-to-one
AKR1B10,ENSG00000198074,Akr1b10,ENSMUSG00000061758,3,1,one-to-many (mouse-to-human)
AKR1B10,ENSG00000198074,Akr1b7,ENSMUSG00000052131,3,1,one-to-many (mouse-to-human)
AKR1B10,ENSG00000198074,Akr1b8,ENSMUSG00000029762,3,1,one-to-many (mouse-to-human)
AKR1D1,ENSG00000122787,Akr1d1,ENSMUSG00000038641,1,1,one-to-one
AKR1E2,ENSG00000165568,Akr1e1,ENSMUSG00000045410,1,1,one-to-one
AKR7L,ENSG00000211454,Akr7a5,ENSMUSG00000028743,1,1,one-to-one
AKT1,ENSG00000142208,Akt1,ENSMUSG00000001729,1,1,one-to-one
AKT1S1,ENSG00000204673,Akt1s1,ENSMUSG00000011096,1,1,one-to-one
AKT2,ENSG00000105221,Akt2,ENSMUSG00000004056,1,1,one-to-one
AKT3,ENSG00000117020,Akt3,ENSMUSG00000019699,1,1,one-to-one
AKTIP,ENSG00000166971,Aktip,ENSMUSG00000031667,1,1,one-to-one
ALAD,ENSG00000148218,Alad,ENSMUSG00000028393,1,1,one-to-one
ALAS1,ENSG00000023330,Alas1,ENSMUSG00000032786,1,1,one-to-one
ALAS2,ENSG00000158578,Alas2,ENSMUSG00000025270,1,1,one-to-one
ALB,ENSG00000163631,Alb,ENSMUSG00000029368,1,1,one-to-one
ALCAM,ENSG00000170017,Alcam,ENSMUSG00000022636,1,1,one-to-one
ALDH16A1,ENSG00000161618,Aldh16a1,ENSMUSG00000007833,1,1,one-to-one
ALDH18A1,ENSG00000059573,Aldh18a1,ENSMUSG00000025007,1,1,one-to-one
ALDH1A1,ENSG00000165092,Aldh1a1,ENSMUSG00000053279,2,1,one-to-many (mouse-to-human)
ALDH1A1,ENSG00000165092,Aldh1a7,ENSMUSG00000024747,2,1,one-to-many (mouse-to-human)
ALDH1A2,ENSG00000128918,Aldh1a2,ENSMUSG00000013584,1,1,one-to-one
ALDH1A3,ENSG00000184254,Aldh1a3,ENSMUSG00000015134,1,1,one-to-one
ALDH1B1,ENSG00000137124,Aldh1b1,ENSMUSG00000035561,1,1,one-to-one
ALDH1L1,ENSG00000144908,Aldh1l1,ENSMUSG00000030088,1,1,one-to-one
ALDH1L2,ENSG00000136010,Aldh1l2,ENSMUSG00000020256,1,1,one-to-one
ALDH2,ENSG00000111275,Aldh2,ENSMUSG00000029455,1,1,one-to-one
ALDH3A1,ENSG00000108602,Aldh3a1,ENSMUSG00000019102,1,1,one-to-one
ALDH3A2,ENSG00000072210,Aldh3a2,ENSMUSG00000010025,1,1,one-to-one
ALDH3B1,ENSG00000006534,Aldh3b1,ENSMUSG00000024885,1,1,one-to-one
ALDH3B2,ENSG00000132746,Aldh3b2,ENSMUSG00000075296,2,1,one-to-many (mouse-to-human)
ALDH3B2,ENSG00000132746,Aldh3b3,ENSMUSG00000037263,2,1,one-to-many (mouse-to-human)
ALDH4A1,ENSG00000159423,Aldh4a1,ENSMUSG00000028737,1,1,one-to-one
ALDH5A1,ENSG00000112294,Aldh5a1,ENSMUSG00000035936,1,1,one-to-one
ALDH6A1,ENSG00000119711,Aldh6a1,ENSMUSG00000021238,1,1,one-to-one
ALDH7A1,ENSG00000164904,Aldh7a1,ENSMUSG00000053644,1,1,one-to-one
ALDH8A1,ENSG00000118514,Aldh8a1,ENSMUSG00000037542,1,1,one-to-one
ALDH9A1,ENSG00000143149,Aldh9a1,ENSMUSG00000026687,1,1,many-to-many
ALDOA,ENSG00000149925,Aldoa,ENSMUSG00000030695,3,1,one-to-many (mouse-to-human)
ALDOA,ENSG00000149925,Aldoart1,ENSMUSG00000059343,3,1,one-to-many (mouse-to-human)
ALDOA,ENSG00000149925,Aldoart2,ENSMUSG00000063129,3,1,one-to-many (mouse-to-human)
ALDOB,ENSG00000136872,Aldob,ENSMUSG00000028307,1,1,one-to-one
ALDOC,ENSG00000109107,Aldoc,ENSMUSG00000017390,1,1,one-to-one
ALG1,ENSG00000033011,Alg1,ENSMUSG00000039427,1,2,one-to-many (mouse-to-human)
ALG10,ENSG00000139133,Alg10b,ENSMUSG00000075470,1,2,one-to-many (mouse-to-human)
ALG10B,ENSG00000175548,Alg10b,ENSMUSG00000075470,1,2,one-to-many (mouse-to-human)
ALG11,ENSG00000253710,Alg11,ENSMUSG00000063362,1,1,one-to-one
ALG12,ENSG00000182858,Alg12,ENSMUSG00000035845,1,1,one-to-one
ALG13,ENSG00000101901,Alg13,ENSMUSG00000041718,1,1,one-to-one
ALG14,ENSG00000172339,Alg14,ENSMUSG00000039887,1,1,one-to-one
ALG1L2,ENSG00000251287,Alg1,ENSMUSG00000039427,1,2,one-to-many (mouse-to-human)
ALG2,ENSG00000119523,Alg2,ENSMUSG00000039740,1,1,one-to-one
ALG3,ENSG00000214160,Alg3,ENSMUSG00000033809,1,1,one-to-one
ALG5,ENSG00000120697,Alg5,ENSMUSG00000036632,1,1,one-to-one
ALG6,ENSG00000088035,Alg6,ENSMUSG00000073792,1,1,one-to-one
ALG8,ENSG00000159063,Alg8,ENSMUSG00000035704,1,1,one-to-one
ALG9,ENSG00000086848,Alg9,ENSMUSG00000032059,1,1,one-to-one
ALK,ENSG00000171094,Alk,ENSMUSG00000055471,1,1,one-to-one
ALKAL1,ENSG00000196711,Alkal1,ENSMUSG00000087247,1,1,one-to-one
ALKAL2,ENSG00000189292,Alkal2,ENSMUSG00000054204,1,1,one-to-one
ALKBH1,ENSG00000100601,Alkbh1,ENSMUSG00000079036,1,1,one-to-one
ALKBH2,ENSG00000189046,Alkbh2,ENSMUSG00000044339,1,1,one-to-one
ALKBH3,ENSG00000166199,Alkbh3,ENSMUSG00000040174,1,1,one-to-one
ALKBH4,ENSG00000160993,Alkbh4,ENSMUSG00000039754,1,1,one-to-one
ALKBH5,ENSG00000091542,Alkbh5,ENSMUSG00000042650,1,1,one-to-one
ALKBH6,ENSG00000239382,Alkbh6,ENSMUSG00000042831,1,1,one-to-one
ALKBH7,ENSG00000125652,Alkbh7,ENSMUSG00000002661,1,1,one-to-one
ALKBH8,ENSG00000137760,Alkbh8,ENSMUSG00000025899,1,1,one-to-one
ALLC,ENSG00000151360,Allc,ENSMUSG00000020636,1,1,one-to-one
ALMS1,ENSG00000116127,Alms1,ENSMUSG00000063810,1,1,one-to-one
ALOX12,ENSG00000108839,Alox12,ENSMUSG00000000320,1,1,one-to-one
ALOX12B,ENSG00000179477,Alox12b,ENSMUSG00000032807,1,1,one-to-one
ALOX15,ENSG00000161905,Alox15,ENSMUSG00000018924,1,1,one-to-one
ALOX15B,ENSG00000179593,Alox8,ENSMUSG00000020891,1,1,one-to-one
ALOX5,ENSG00000012779,Alox5,ENSMUSG00000025701,1,1,one-to-one
ALOX5AP,ENSG00000132965,Alox5ap,ENSMUSG00000060063,1,1,one-to-one
ALOXE3,ENSG00000179148,Aloxe3,ENSMUSG00000020892,1,1,one-to-one
ALPG,ENSG00000163286,Akp3,ENSMUSG00000036500,3,3,many-to-many
ALPG,ENSG00000163286,Alpi,ENSMUSG00000079440,3,3,many-to-many
ALPG,ENSG00000163286,Alppl2,ENSMUSG00000026246,3,3,many-to-many
ALPI,ENSG00000163295,Akp3,ENSMUSG00000036500,3,3,many-to-many
ALPI,ENSG00000163295,Alpi,ENSMUSG00000079440,3,3,many-to-many
ALPI,ENSG00000163295,Alppl2,ENSMUSG00000026246,3,3,many-to-many
ALPK1,ENSG00000073331,Alpk1,ENSMUSG00000028028,1,1,one-to-one
ALPK2,ENSG00000198796,Alpk2,ENSMUSG00000032845,1,1,one-to-one
ALPK3,ENSG00000136383,Alpk3,ENSMUSG00000038763,1,1,one-to-one
ALPL,ENSG00000162551,Alpl,ENSMUSG00000028766,1,1,one-to-one
ALPP,ENSG00000163283,Akp3,ENSMUSG00000036500,3,3,many-to-many
ALPP,ENSG00000163283,Alpi,ENSMUSG00000079440,3,3,many-to-many
ALPP,ENSG00000163283,Alppl2,ENSMUSG00000026246,3,3,many-to-many
ALS2,ENSG00000003393,Als2,ENSMUSG00000026024,1,1,one-to-one
ALS2CL,ENSG00000178038,Als2cl,ENSMUSG00000044037,1,1,one-to-one
ALX1,ENSG00000180318,Alx1,ENSMUSG00000036602,1,1,one-to-one
ALX3,ENSG00000156150,Alx3,ENSMUSG00000014603,1,1,one-to-one
ALX4,ENSG00000052850,Alx4,ENSMUSG00000040310,1,1,one-to-one
ALYREF,ENSG00000183684,Alyref,ENSMUSG00000025134,19,1,one-to-many (mouse-to-human)
ALYREF,ENSG00000183684,Alyref2,ENSMUSG00000060244,19,1,one-to-many (mouse-to-human)
ALYREF,ENSG00000183684,Alyreffm1,ENSMUSG00000086727,19,1,one-to-many (mouse-to-human)
ALYREF,ENSG00000183684,Alyreffm10,ENSMUSG00000090854,19,1,one-to-many (mouse-to-human)
